Run   2:,Pupil H1 ,Pupil V1 ,Pupil D1 ,P-CR H1  ,P-CR V1  ,Dig Inp 1A
123559,  235.80,  138.10,  149.00,    7.50,  -10.00,   14.00
123560,  235.60,  138.20,  148.00,    7.50,  -10.00,   14.00
123561,  235.70,  138.20,  148.00,    7.10,  -10.00,   14.00
123562,  235.70,  138.10,  148.00,    7.30,  -10.10,   14.00
123563,  235.80,  138.10,  148.00,    7.30,  -10.10,   14.00
123564,  235.60,  138.10,  148.00,    7.20,  -10.10,   14.00
123565,  235.80,  138.10,  147.00,    7.40,  -10.00,   14.00
123566,  235.80,  138.20,  148.00,    7.50,  -10.00,   14.00
123567,  235.70,  138.10,  148.00,    7.10,  -10.10,   14.00
123568,  235.60,  138.10,  149.00,    7.30,  -10.20,   14.00
123569,  235.90,  138.10,  149.00,    7.30,  -10.10,   14.00
123570,  235.70,  138.20,  148.00,    7.20,  -10.00,   14.00
123571,  235.80,  138.20,  148.00,    7.30,  -10.00,   14.00
123572,  235.80,  138.10,  149.00,    7.20,  -10.00,   14.00
123573,  235.70,  138.20,  148.00,    7.10,  -10.00,   14.00
123574,  235.80,  138.20,  149.00,    7.30,  -10.00,   14.00
123575,  235.90,  138.10,  150.00,    7.40,  -10.00,   14.00
123576,  235.90,  138.10,  151.00,    7.30,  -10.00,   14.00
123577,  236.00,  138.30,  149.00,    7.20,   -9.80,   14.00
123578,  235.60,  138.20,  150.00,    7.00,   -9.90,   14.00
123579,  236.00,  138.10,  150.00,    7.50,   -9.90,   14.00
123580,  235.80,  138.00,  149.00,    7.20,  -10.00,   14.00
123581,  236.00,  138.10,  149.00,    7.30,  -10.10,   14.00
123582,  235.90,  138.30,  150.00,    7.30,   -9.90,   14.00
123583,  235.90,  138.30,  149.00,    7.20,   -9.80,   14.00
123584,  235.90,  138.20,  150.00,    7.30,  -10.00,   14.00
123585,  235.90,  138.10,  149.00,    7.10,  -10.00,   14.00
123586,  235.90,  138.10,  149.00,    7.20,  -10.00,   14.00
123587,  236.00,  138.10,  149.00,    7.30,  -10.10,   14.00
123588,  236.10,  138.10,  149.00,    7.40,  -10.00,   14.00
123589,  235.90,  138.20,  150.00,    7.10,  -10.00,   14.00
123590,  236.10,  138.10,  149.00,    7.30,  -10.00,   14.00
123591,  236.00,  138.30,  150.00,    7.30,  -10.00,   14.00
123592,  237.10,  141.00,  150.00,    7.60,   -9.30,   14.00
123593,  240.60,  143.90,  150.00,    9.20,   -7.00,   14.00
123594,  245.10,  149.60,  149.00,   11.80,   -5.60,   14.00
123595,  249.80,  153.80,  150.00,   14.00,   -3.60,   14.00
123596,  253.60,  158.00,  150.00,   15.60,   -1.50,   14.00
123597,  256.00,  158.30,  149.00,   16.60,   -1.20,   14.00
123598,  256.70,  158.80,  150.00,   17.10,   -0.90,   14.00
123599,  257.00,  158.80,  150.00,   17.10,   -0.90,   14.00
123600,  257.10,  158.60,  149.00,   17.10,   -0.80,   14.00
123601,  257.10,  158.50,  150.00,   17.00,   -0.80,   14.00
123602,  257.10,  158.40,  150.00,   17.10,   -0.90,   14.00
123603,  257.20,  158.40,  150.00,   16.70,   -0.90,   14.00
123604,  257.20,  158.50,  150.00,   16.90,   -0.80,   14.00
123605,  257.50,  158.50,  150.00,   17.10,   -0.70,   14.00
123606,  257.50,  158.50,  149.00,   17.10,   -0.80,   14.00
123607,  257.50,  158.40,  150.00,   16.90,   -0.80,   14.00
123608,  257.40,  158.40,  149.00,   17.00,   -0.80,   14.00
123609,  257.40,  158.40,  150.00,   17.00,   -0.80,   14.00
123610,  257.50,  158.40,  150.00,   16.90,   -0.80,   14.00
123611,  257.90,  158.30,  149.00,   17.20,   -0.90,   14.00
123612,  257.60,  158.20,  149.00,   16.90,   -1.00,   14.00
123613,  257.50,  158.20,  149.00,   17.00,   -0.90,   14.00
123614,  257.70,  158.30,  149.00,   17.00,   -0.80,   14.00
123615,  257.60,  158.30,  149.00,   16.90,   -0.90,   14.00
123616,  257.60,  158.10,  149.00,   16.90,   -1.00,   14.00
123617,  257.60,  158.10,  148.00,   16.90,   -0.80,   14.00
123618,  257.70,  158.10,  150.00,   17.00,   -0.80,   14.00
123619,  257.60,  158.00,  149.00,   16.90,   -1.00,   14.00
123620,  257.70,  158.10,  149.00,   17.00,   -0.90,   14.00
123621,  257.60,  158.10,  149.00,   17.00,   -0.80,   14.00
123622,  257.80,  158.00,  150.00,   17.10,   -0.90,   14.00
123623,  257.80,  158.00,  150.00,   17.10,   -1.00,   14.00
123624,  257.60,  158.10,  151.00,   17.00,   -0.80,   14.00
123625,  257.60,  158.20,  151.00,   17.00,   -0.70,   14.00
123626,  257.80,  158.20,  151.00,   17.10,   -0.70,   14.00
123627,  257.60,  158.10,  153.00,   16.90,   -0.80,   14.00
123628,  257.60,  158.10,  152.00,   16.90,   -0.70,   14.00
123629,  258.00,  158.20,  153.00,   17.40,   -0.60,   14.00
123630,  257.80,  158.10,  153.00,   16.90,   -0.60,   14.00
123631,  258.00,  158.00,  155.00,   17.30,   -0.80,   14.00
123632,  257.70,  158.10,  156.00,   16.70,   -0.70,   14.00
123633,  258.00,  158.20,  155.00,   17.20,   -0.60,   14.00
123634,  257.80,  158.20,  156.00,   17.10,   -0.50,   14.00
123635,  257.90,  158.20,  156.00,   17.10,   -0.50,   14.00
123636,  258.00,  158.30,  156.00,   17.10,   -0.50,   14.00
123637,  257.90,  158.40,  156.00,   17.10,   -0.30,   14.00
123638,  257.30,  158.50,  156.00,   17.00,   -0.10,   14.00
123639,  251.60,  158.60,  160.00,   15.20,   -0.10,   14.00
123640,  239.00,  158.70,  160.00,   10.00,   -0.10,   14.00
123641,  220.40,  159.80,  162.00,    1.50,    0.30,   14.00
123642,  205.50,  163.10,  158.00,   -4.40,    2.80,   14.00
123643,  196.80,  163.10,  156.00,   -7.60,    2.10,   14.00
123644,  191.90,  163.60,  155.00,   -9.80,    2.40,   14.00
123645,  190.50,  163.90,  156.00,  -10.80,    2.60,   14.00
123646,  191.00,  164.00,  155.00,  -10.60,    2.70,   14.00
123647,  191.10,  164.00,  156.00,  -10.60,    2.70,   14.00
123648,  191.10,  164.00,  157.00,  -10.60,    2.80,   14.00
123649,  191.30,  164.00,  157.00,  -10.70,    2.80,   14.00
123650,  191.60,  163.80,  156.00,  -10.60,    2.70,   14.00
123651,  191.80,  163.80,  156.00,  -10.60,    2.70,   14.00
123652,  192.00,  163.90,  156.00,  -10.50,    2.80,   14.00
123653,  192.00,  163.90,  156.00,  -10.50,    2.90,   14.00
123654,  192.00,  163.90,  156.00,  -10.50,    2.80,   14.00
123655,  192.00,  163.90,  155.00,  -10.60,    2.70,   14.00
123656,  192.30,  163.80,  155.00,  -10.30,    2.60,   14.00
123657,  192.30,  163.80,  155.00,  -10.40,    2.60,   14.00
123658,  192.30,  163.70,  154.00,  -10.40,    2.50,   14.00
123659,  192.20,  163.60,  155.00,  -10.70,    2.50,   14.00
123660,  192.30,  163.60,  154.00,  -10.50,    2.50,   14.00
123661,  192.40,  163.60,  154.00,  -10.60,    2.50,   14.00
123662,  192.50,  163.50,  154.00,  -10.50,    2.30,   14.00
123663,  192.80,  163.40,  154.00,  -10.20,    2.10,   14.00
123664,  193.00,  163.30,  153.00,  -10.10,    2.10,   14.00
123665,  192.80,  163.30,  155.00,  -10.30,    2.00,   14.00
123666,  193.00,  163.30,  155.00,  -10.00,    2.00,   14.00
123667,  192.90,  163.20,  155.00,  -10.30,    2.00,   14.00
123668,  193.10,  163.20,  155.00,  -10.00,    2.00,   14.00
123669,  193.30,  163.30,  154.00,  -10.00,    2.00,   14.00
123670,  193.10,  163.30,  154.00,  -10.10,    2.00,   14.00
123671,  193.60,  163.20,  155.00,  -10.00,    2.00,   14.00
123672,  193.50,  163.10,  155.00,   -9.90,    2.00,   14.00
123673,  194.10,  160.30,  156.00,   -9.50,    1.10,   14.00
123674,  195.20,  154.10,  156.00,   -9.40,   -1.30,   14.00
123675,  198.30,  145.30,  159.00,   -7.30,   -5.10,   14.00
123676,  201.50,  138.90,  158.00,   -6.00,   -8.50,   14.00
123677,  205.30,  134.30,  160.00,   -4.30,  -10.60,   14.00
123678,  207.80,  133.80,  159.00,   -3.60,  -11.10,   14.00
123679,  208.80,  133.00,  160.00,   -3.10,  -11.60,   14.00
123680,  209.00,  133.00,  162.00,   -3.50,  -11.70,   14.00
123681,  209.50,  133.00,  160.00,   -3.00,  -11.80,   14.00
123682,  209.70,  133.10,  161.00,   -2.80,  -11.80,   14.00
123683,  209.60,  133.20,  162.00,   -3.10,  -11.70,   14.00
123684,  209.90,  133.10,  162.00,   -2.90,  -11.80,   14.00
123685,  210.00,  133.20,  161.00,   -2.80,  -11.70,   14.00
123686,  210.00,  133.20,  163.00,   -2.90,  -11.80,   14.00
123687,  210.30,  133.20,  163.00,   -2.80,  -12.00,   14.00
123688,  210.30,  133.50,  161.00,   -2.80,  -11.70,   14.00
123689,  210.20,  133.60,  161.00,   -2.90,  -11.60,   14.00
123690,  210.30,  133.50,  160.00,   -3.00,  -11.70,   14.00
123691,  210.50,  133.40,  161.00,   -2.80,  -11.80,   14.00
123692,  210.30,  133.50,  162.00,   -3.10,  -11.70,   14.00
123693,  210.40,  133.50,  160.00,   -2.90,  -11.60,   14.00
123694,  210.60,  133.50,  159.00,   -2.90,  -11.70,   14.00
123695,  210.50,  133.50,  159.00,   -3.00,  -11.70,   14.00
123696,  210.10,  133.60,  157.00,   -3.30,  -11.60,   14.00
123697,  210.60,  133.60,  157.00,   -2.80,  -11.60,   14.00
123698,  210.60,  133.50,  156.00,   -3.00,  -11.70,   14.00
123699,  210.40,  133.50,  156.00,   -2.90,  -11.80,   14.00
123700,  210.50,  133.40,  155.00,   -3.10,  -11.80,   14.00
123701,  210.50,  133.50,  154.00,   -3.00,  -11.70,   14.00
123702,  210.10,  133.40,  155.00,   -3.30,  -11.80,   14.00
123703,  210.20,  133.30,  153.00,   -3.40,  -11.90,   14.00
123704,  210.20,  133.30,  152.00,   -3.30,  -11.90,   14.00
123705,  210.50,  133.30,  151.00,   -3.00,  -12.00,   14.00
123706,  210.40,  133.30,  151.00,   -3.10,  -11.90,   14.00
123707,  210.30,  133.30,  151.00,   -3.20,  -11.90,   14.00
123708,  210.60,  133.20,  150.00,   -3.00,  -12.00,   14.00
123709,  210.50,  133.20,  149.00,   -3.10,  -12.20,   14.00
123710,  211.50,  136.30,  149.00,   -3.00,  -11.10,   14.00
123711,  215.30,  139.60,  150.00,   -1.10,   -9.90,   14.00
123712,  218.80,  145.00,  148.00,    0.50,   -7.50,   14.00
123713,  222.80,  147.40,  150.00,    2.10,   -5.60,   14.00
123714,  226.30,  150.50,  149.00,    3.70,   -4.00,   14.00
123715,  229.10,  150.60,  148.00,    4.80,   -4.60,   14.00
123716,  230.80,  150.90,  148.00,    5.70,   -4.30,   14.00
123717,  231.20,  150.60,  150.00,    5.80,   -4.30,   14.00
123718,  231.30,  150.60,  147.00,    5.80,   -4.30,   14.00
123719,  231.50,  150.60,  148.00,    6.00,   -4.20,   14.00
123720,  231.50,  150.50,  148.00,    5.90,   -4.30,   14.00
123721,  231.40,  150.30,  148.00,    5.60,   -4.50,   14.00
123722,  231.50,  150.30,  146.00,    5.50,   -4.50,   14.00
123723,  231.60,  150.40,  147.00,    5.60,   -4.40,   14.00
123724,  231.70,  150.30,  148.00,    5.70,   -4.40,   14.00
123725,  231.80,  150.20,  146.00,    5.70,   -4.50,   14.00
123726,  232.00,  150.20,  146.00,    5.80,   -4.50,   14.00
123727,  231.80,  150.10,  147.00,    5.70,   -4.50,   14.00
123728,  231.90,  150.20,  146.00,    5.70,   -4.50,   14.00
123729,  232.00,  150.20,  148.00,    5.60,   -4.50,   14.00
123730,  232.00,  150.10,  147.00,    5.80,   -4.50,   14.00
123731,  232.10,  150.10,  146.00,    5.70,   -4.50,   14.00
123732,  232.50,  149.10,  147.00,    6.00,   -4.80,   14.00
123733,  234.40,  140.60,  146.00,    7.50,   -8.80,   14.00
123734,  235.30,  137.90,  147.00,    7.60,  -10.80,   14.00
123735,  236.10,  137.50,  149.00,    8.00,  -10.10,   14.00
123736,  236.50,  137.50,  149.00,    7.70,  -10.20,   14.00
123737,  236.50,  137.60,  149.00,    7.80,  -10.20,   14.00
123738,  236.80,  137.60,  150.00,    7.90,  -10.10,   14.00
123739,  236.80,  137.60,  150.00,    8.10,  -10.10,   14.00
123740,  237.00,  137.60,  151.00,    8.10,  -10.30,   14.00
123741,  237.10,  137.60,  150.00,    8.20,  -10.40,   14.00
123742,  237.10,  137.80,  150.00,    7.90,  -10.20,   14.00
123743,  237.10,  137.90,  152.00,    8.00,  -10.10,   14.00
123744,  237.10,  138.00,  150.00,    7.80,  -10.00,   14.00
123745,  237.50,  137.90,  152.00,    7.90,  -10.10,   14.00
123746,  237.40,  137.80,  151.00,    7.90,  -10.20,   14.00
123747,  237.60,  137.90,  153.00,    7.90,  -10.10,   14.00
123748,  237.30,  137.90,  152.00,    7.80,  -10.10,   14.00
123749,  237.30,  138.00,  153.00,    7.70,  -10.10,   14.00
123750,  237.30,  138.00,  153.00,    7.80,  -10.00,   14.00
123751,  237.60,  138.00,  153.00,    7.90,  -10.00,   14.00
123752,  237.80,  138.10,  154.00,    8.20,  -10.00,   14.00
123753,  237.70,  138.00,  153.00,    8.20,  -10.00,   14.00
123754,  237.40,  137.90,  153.00,    7.90,  -10.10,   14.00
123755,  237.30,  138.00,  154.00,    7.60,  -10.10,   14.00
123756,  237.60,  138.10,  153.00,    8.00,  -10.00,   14.00
123757,  237.80,  138.00,  154.00,    7.90,  -10.10,   14.00
123758,  237.70,  138.00,  153.00,    8.10,  -10.10,   14.00
123759,  237.70,  138.00,  154.00,    8.00,  -10.00,   14.00
123760,  237.60,  138.10,  154.00,    8.00,  -10.00,   14.00
123761,  237.60,  138.10,  153.00,    8.00,  -10.00,   14.00
123762,  237.70,  138.10,  153.00,    8.00,  -10.00,   14.00
123763,  237.90,  138.00,  154.00,    8.10,  -10.00,   14.00
123764,  237.90,  138.00,  153.00,    8.20,  -10.00,   14.00
123765,  237.80,  138.00,  153.00,    7.80,  -10.00,   14.00
123766,  237.90,  138.00,  154.00,    8.30,  -10.00,   14.00
123767,  238.00,  138.00,  154.00,    8.00,  -10.00,   14.00
123768,  238.10,  137.90,  154.00,    8.30,  -10.10,   14.00
123769,  238.10,  137.80,  154.00,    8.30,  -10.20,   14.00
123770,  238.00,  137.80,  154.00,    8.20,  -10.10,   14.00
123771,  238.00,  137.80,  153.00,    8.40,  -10.00,   14.00
123772,  238.00,  138.00,  154.00,    8.30,   -9.90,   14.00
123773,  238.00,  137.80,  154.00,    8.30,  -10.00,   14.00
123774,  238.10,  137.80,  153.00,    8.30,  -10.10,   14.00
123775,  238.00,  137.80,  153.00,    8.30,  -10.10,   14.00
123776,  238.00,  137.70,  152.00,    8.30,  -10.20,   14.00
123777,  237.90,  137.80,  152.00,    8.20,  -10.20,   14.00
123778,  237.80,  137.80,  152.00,    8.20,  -10.20,   14.00
123779,  237.80,  137.70,  152.00,    8.10,  -10.20,   14.00
123780,  237.60,  137.60,  152.00,    8.00,  -10.30,   14.00
123781,  237.70,  137.60,  152.00,    8.10,  -10.30,   14.00
123782,  237.80,  137.60,  151.00,    8.20,  -10.30,   14.00
123783,  237.60,  137.60,  151.00,    8.10,  -10.30,   14.00
123784,  237.70,  137.70,  150.00,    8.10,  -10.00,   14.00
123785,  237.60,  137.60,  151.00,    8.00,  -10.10,   14.00
123786,  237.80,  137.60,  151.00,    8.10,  -10.30,   14.00
123787,  237.70,  137.60,  152.00,    8.10,  -10.30,   14.00
123788,  237.60,  137.60,  152.00,    7.90,  -10.10,   14.00
123789,  237.70,  137.60,  152.00,    8.10,  -10.10,   14.00
123790,  237.80,  137.50,  150.00,    8.00,  -10.10,   14.00
123791,  237.80,  137.50,  151.00,    8.10,  -10.30,   14.00
123792,  237.80,  137.40,  150.00,    8.30,  -10.20,   14.00
123793,  237.60,  137.40,  151.00,    8.00,  -10.20,   14.00
123794,  237.80,  137.40,  151.00,    8.10,  -10.30,   14.00
123795,  238.00,  137.40,  151.00,    8.10,  -10.30,   14.00
123796,  237.60,  137.50,  149.00,    7.90,  -10.20,   14.00
123797,  236.30,  138.30,  149.00,    7.80,   -9.90,   14.00
123798,  231.50,  143.70,  150.00,    5.90,   -7.80,   14.00
123799,  225.80,  147.80,  151.00,    3.20,   -5.80,   14.00
123800,  218.80,  152.90,  149.00,    0.40,   -3.60,   14.00
123801,  212.80,  153.30,  150.00,   -1.80,   -3.30,   14.00
123802,  207.50,  154.50,  148.00,   -3.60,   -2.80,   14.00
123803,  203.60,  155.10,  148.00,   -5.60,   -2.40,   14.00
123804,  201.40,  155.30,  147.00,   -6.70,   -2.10,   14.00
123805,  201.30,  155.10,  148.00,   -6.60,   -2.10,   14.00
123806,  201.30,  155.00,  148.00,   -6.90,   -2.20,   14.00
123807,  201.30,  155.00,  149.00,   -7.00,   -2.30,   14.00
123808,  201.60,  155.10,  148.00,   -6.60,   -2.00,   14.00
123809,  201.80,  155.00,  149.00,   -6.90,   -2.10,   14.00
123810,  202.10,  154.80,  148.00,   -6.30,   -2.20,   14.00
123811,  202.20,  154.80,  148.00,   -6.50,   -2.30,   14.00
123812,  202.30,  154.80,  149.00,   -6.30,   -2.20,   14.00
123813,  202.30,  154.90,  149.00,   -6.70,   -2.20,   14.00
123814,  202.50,  154.90,  149.00,   -6.50,   -2.30,   14.00
123815,  202.30,  155.00,  150.00,   -6.70,   -2.10,   14.00
123816,  202.80,  155.10,  151.00,   -6.50,   -1.80,   14.00
123817,  202.60,  155.10,  151.00,   -6.60,   -1.80,   14.00
123818,  202.60,  155.00,  150.00,   -6.80,   -2.10,   14.00
123819,  202.60,  155.00,  152.00,   -6.80,   -2.10,   14.00
123820,  202.80,  155.00,  152.00,   -6.60,   -2.00,   14.00
123821,  202.80,  155.10,  152.00,   -6.80,   -1.90,   14.00
123822,  203.10,  155.00,  153.00,   -6.40,   -2.00,   14.00
123823,  203.00,  155.00,  153.00,   -6.60,   -2.10,   14.00
123824,  203.00,  155.10,  153.00,   -6.70,   -1.80,   14.00
123825,  202.80,  155.10,  154.00,   -6.80,   -1.80,   14.00
123826,  202.80,  155.00,  155.00,   -6.80,   -1.90,   14.00
123827,  203.10,  155.10,  155.00,   -6.40,   -1.80,   14.00
123828,  203.00,  155.10,  154.00,   -6.40,   -1.70,   14.00
123829,  203.10,  155.10,  156.00,   -6.50,   -1.80,   14.00
123830,  203.10,  155.00,  156.00,   -6.30,   -1.90,   14.00
123831,  203.10,  155.00,  157.00,   -6.50,   -1.80,   14.00
123832,  202.90,  155.10,  157.00,   -6.50,   -1.70,   14.00
123833,  203.10,  155.10,  156.00,   -6.50,   -1.60,   14.00
123834,  203.00,  155.10,  158.00,   -6.40,   -1.60,   14.00
123835,  203.10,  155.10,  158.00,   -6.70,   -1.70,   14.00
123836,  203.10,  155.10,  157.00,   -6.50,   -1.70,   14.00
123837,  203.30,  155.10,  159.00,   -6.50,   -1.70,   14.00
123838,  203.00,  155.10,  160.00,   -6.60,   -1.60,   14.00
123839,  203.10,  155.10,  158.00,   -6.60,   -1.60,   14.00
123840,  203.00,  155.10,  159.00,   -6.50,   -1.60,   14.00
123841,  203.30,  155.10,  160.00,   -6.50,   -1.60,   14.00
123842,  203.10,  155.10,  159.00,   -6.50,   -1.60,   14.00
123843,  203.30,  155.10,  160.00,   -6.50,   -1.60,   14.00
123844,  203.10,  155.20,  161.00,   -6.30,   -1.50,   14.00
123845,  203.00,  155.20,  158.00,   -6.70,   -1.50,   14.00
123846,  203.10,  155.10,  160.00,   -6.40,   -1.60,   14.00
123847,  203.20,  155.00,  161.00,   -6.60,   -1.70,   14.00
123848,  203.10,  155.10,  159.00,   -6.50,   -1.60,   14.00
123849,  203.20,  155.10,  159.00,   -6.50,   -1.60,   14.00
123850,  203.10,  155.10,  159.00,   -6.40,   -1.60,   14.00
123851,  203.30,  155.10,  159.00,   -6.50,   -1.60,   14.00
123852,  203.20,  155.00,  159.00,   -6.40,   -1.80,   14.00
123853,  203.30,  155.00,  159.00,   -6.40,   -1.70,   14.00
123854,  203.20,  155.20,  159.00,   -6.40,   -1.50,   14.00
123855,  203.30,  155.10,  159.00,   -6.50,   -1.60,   14.00
123856,  203.30,  155.20,  159.00,   -6.30,   -1.50,   14.00
123857,  203.40,  155.10,  158.00,   -6.40,   -1.60,   14.00
123858,  205.70,  153.80,  159.00,   -5.50,   -2.10,   14.00
123859,  213.60,  147.00,  162.00,   -1.10,   -5.40,   14.00
123860,  221.60,  144.00,  162.00,    2.30,   -7.40,   14.00
123861,  227.10,  141.50,  162.00,    4.60,   -8.10,   14.00
123862,  230.10,  141.30,  160.00,    5.80,   -7.60,   14.00
123863,  231.50,  140.50,  163.00,    6.30,   -8.10,   14.00
123864,  231.50,  140.30,  161.00,    6.00,   -8.40,   14.00
123865,  231.90,  140.30,  161.00,    6.30,   -8.40,   14.00
123866,  232.10,  140.20,  162.00,    6.40,   -8.50,   14.00
123867,  232.10,  140.20,  161.00,    6.40,   -8.50,   14.00
123868,  232.30,  140.30,  160.00,    6.30,   -8.40,   14.00
123869,  232.40,  140.20,  162.00,    6.40,   -8.50,   14.00
123870,  232.50,  140.10,  161.00,    6.30,   -8.60,   14.00
123871,  232.30,  140.10,  162.00,    6.20,   -8.50,   14.00
123872,  232.30,  140.20,  161.00,    6.10,   -8.50,   14.00
123873,  232.40,  140.10,  161.00,    6.10,   -8.60,   14.00
123874,  232.30,  140.10,  161.00,    6.00,   -8.60,   14.00
123875,  232.40,  140.20,  160.00,    6.10,   -8.50,   14.00
123876,  232.50,  140.10,  159.00,    5.90,   -8.60,   14.00
123877,  232.50,  140.10,  161.00,    6.20,   -8.70,   14.00
123878,  232.30,  140.00,  160.00,    6.00,   -8.70,   14.00
123879,  232.50,  140.00,  159.00,    6.10,   -8.70,   14.00
123880,  232.30,  140.10,  159.00,    5.90,   -8.60,   14.00
123881,  232.30,  140.10,  159.00,    6.00,   -8.60,   14.00
123882,  232.40,  140.10,  156.00,    5.90,   -8.80,   14.00
123883,  232.50,  140.10,  158.00,    6.10,   -8.70,   14.00
123884,  232.50,  140.10,  158.00,    5.80,   -8.70,   14.00
123885,  232.40,  140.00,  158.00,    6.10,   -8.80,   14.00
123886,  232.50,  140.00,  156.00,    6.10,   -8.80,   14.00
123887,  232.30,  140.00,  156.00,    5.90,   -8.70,   14.00
123888,  232.30,  140.10,  155.00,    5.80,   -8.70,   14.00
123889,  232.20,  140.10,  154.00,    5.70,   -8.60,   14.00
123890,  232.50,  140.00,  153.00,    6.10,   -8.80,   14.00
123891,  232.40,  139.80,  155.00,    5.90,   -8.90,   14.00
123892,  232.50,  140.30,  154.00,    6.00,   -9.00,   14.00
123893,  235.90,  146.70,  154.00,    7.30,   -6.30,   14.00
123894,  245.10,  155.50,  154.00,   12.10,   -2.60,   14.00
123895,  251.90,  159.80,  154.00,   15.10,   -0.60,   14.00
123896,  255.50,  160.50,  153.00,   16.50,   -0.30,   14.00
123897,  257.30,  160.80,  150.00,   17.50,    0.00,   14.00
123898,  257.50,  160.80,  151.00,   17.50,    0.20,   14.00
123899,  257.80,  160.60,  152.00,   17.50,    0.10,   14.00
123900,  257.80,  160.60,  152.00,   17.50,    0.10,   14.00
123901,  258.10,  160.50,  150.00,   17.70,    0.10,   14.00
123902,  258.10,  160.50,  149.00,   17.60,    0.10,   14.00
123903,  258.30,  160.50,  150.00,   17.60,    0.10,   14.00
123904,  258.40,  160.30,  150.00,   17.60,    0.10,   14.00
123905,  258.50,  160.20,  150.00,   17.90,    0.10,   14.00
123906,  258.70,  160.10,  149.00,   17.80,    0.00,   14.00
123907,  258.50,  160.10,  147.00,   17.50,    0.00,   14.00
123908,  258.70,  160.10,  148.00,   17.80,    0.00,   14.00
123909,  258.70,  160.10,  149.00,   17.80,    0.00,   14.00
123910,  258.60,  160.00,  147.00,   17.50,   -0.10,   14.00
123911,  258.80,  160.00,  149.00,   17.60,    0.00,   14.00
123912,  258.80,  159.90,  147.00,   17.60,   -0.10,   14.00
123913,  258.80,  160.00,  148.00,   17.50,    0.00,   14.00
123914,  259.00,  160.00,  148.00,   17.60,   -0.10,   14.00
123915,  259.20,  159.90,  147.00,   17.80,   -0.10,   14.00
123916,  259.20,  160.00,  148.00,   17.70,    0.00,   14.00
123917,  259.10,  160.00,  148.00,   17.60,    0.00,   14.00
123918,  259.20,  160.00,  147.00,   17.60,    0.00,   14.00
123919,  259.40,  159.90,  149.00,   17.90,    0.00,   14.00
123920,  259.30,  159.80,  148.00,   17.70,   -0.10,   14.00
123921,  259.40,  159.80,  149.00,   17.80,   -0.10,   14.00
123922,  259.40,  159.80,  149.00,   17.60,    0.00,   14.00
123923,  259.30,  159.80,  150.00,   17.80,   -0.10,   14.00
123924,  259.30,  159.80,  152.00,   17.50,    0.00,   14.00
123925,  259.50,  159.80,  152.00,   18.00,    0.00,   14.00
123926,  259.50,  159.80,  152.00,   17.70,    0.00,   14.00
123927,  259.60,  159.80,  152.00,   17.90,    0.00,   14.00
123928,  259.60,  159.80,  153.00,   17.50,    0.00,   14.00
123929,  260.40,  159.30,  153.00,   18.10,   -0.10,   14.00
123930,  264.50,  153.50,  154.00,   20.30,   -2.50,   14.00
123931,  270.30,  145.20,  154.00,   23.30,   -5.80,   14.00
123932,  275.30,  138.40,  156.00,   25.30,   -9.00,   14.00
123933,  280.80,  132.70,  156.00,   27.90,  -11.50,   14.00
123934,  284.40,  132.00,  155.00,   29.30,  -11.80,   14.00
123935,  286.50,  128.80,  157.00,   30.30,  -14.10,   14.00
123936,  286.70,  129.10,  157.00,   30.20,  -13.80,   14.00
123937,  287.20,  129.10,  158.00,   30.50,  -14.00,   14.00
123938,  287.50,  129.10,  157.00,   30.80,  -14.00,   14.00
123939,  287.70,  129.10,  157.00,   30.80,  -14.00,   14.00
123940,  288.00,  129.10,  158.00,   30.70,  -14.10,   14.00
123941,  287.90,  129.10,  159.00,   30.50,  -14.00,   14.00
123942,  288.10,  129.10,  158.00,   30.80,  -14.10,   14.00
123943,  288.30,  129.00,  159.00,   30.70,  -14.10,   14.00
123944,  288.10,  129.10,  159.00,   30.60,  -14.00,   14.00
123945,  288.30,  129.10,  160.00,   30.70,  -14.00,   14.00
123946,  288.50,  129.10,  160.00,   30.80,  -14.10,   14.00
123947,  288.50,  129.10,  160.00,   30.80,  -14.10,   14.00
123948,  288.50,  129.20,  159.00,   30.60,  -14.00,   14.00
123949,  288.40,  129.30,  159.00,   30.80,  -13.80,   14.00
123950,  288.50,  129.30,  159.00,   30.80,  -13.80,   14.00
123951,  288.50,  129.30,  158.00,   30.50,  -14.00,   14.00
123952,  288.70,  129.20,  158.00,   30.90,  -14.00,   14.00
123953,  288.60,  129.20,  158.00,   30.80,  -14.00,   14.00
123954,  288.40,  129.20,  157.00,   30.50,  -14.00,   14.00
123955,  288.50,  129.10,  157.00,   30.50,  -14.10,   14.00
123956,  288.50,  129.10,  155.00,   30.60,  -14.10,   14.00
123957,  288.60,  129.00,  155.00,   30.50,  -14.30,   14.00
123958,  288.50,  129.00,  154.00,   30.50,  -14.30,   14.00
123959,  288.50,  129.00,  154.00,   30.50,  -14.30,   14.00
123960,  288.30,  128.90,  154.00,   30.50,  -14.40,   14.00
123961,  288.00,  128.80,  152.00,   30.10,  -14.50,   14.00
123962,  285.00,  129.20,  153.00,   29.30,  -14.50,   14.00
123963,  276.50,  133.00,  153.00,   25.70,  -12.00,   14.00
123964,  267.20,  136.80,  155.00,   22.20,  -11.60,   14.00
123965,  255.20,  140.20,  153.00,   16.60,   -8.80,   14.00
