Run   2:,Pupil H1 ,Pupil V1 ,Pupil D1 ,P-CR H1  ,P-CR V1  ,Dig Inp 1A
122293,  164.30,  192.30,  161.00,  -21.30,   19.10,   14.00
122294,  164.10,  192.30,  160.00,  -21.70,   19.10,   14.00
122295,  164.20,  192.20,  159.00,  -21.50,   19.00,   14.00
122296,  164.10,  192.30,  160.00,  -21.50,   19.10,   14.00
122297,  164.30,  192.50,  159.00,  -21.50,   19.30,   14.00
122298,  163.90,  192.50,  160.00,  -21.80,   19.30,   14.00
122299,  164.30,  192.40,  162.00,  -21.30,   19.30,   14.00
122300,  164.10,  192.50,  160.00,  -21.50,   19.30,   14.00
122301,  164.20,  192.50,  159.00,  -21.50,   19.40,   14.00
122302,  164.30,  192.50,  160.00,  -21.30,   19.30,   14.00
122303,  164.20,  192.40,  160.00,  -21.40,   19.20,   14.00
122304,  164.50,  192.40,  160.00,  -21.10,   19.30,   14.00
122305,  164.30,  192.50,  161.00,  -21.30,   19.30,   14.00
122306,  163.80,  192.30,  160.00,  -21.80,   19.10,   14.00
122307,  164.20,  192.30,  161.00,  -21.50,   19.10,   14.00
122308,  164.40,  192.30,  164.00,  -21.30,   19.30,   14.00
122309,  164.10,  192.30,  162.00,  -21.50,   19.20,   14.00
122310,  164.00,  192.30,  163.00,  -21.50,   19.20,   14.00
122311,  164.00,  192.50,  163.00,  -21.60,   19.40,   14.00
122312,  163.90,  192.60,  163.00,  -21.80,   19.50,   14.00
122313,  164.10,  192.60,  164.00,  -21.50,   19.50,   14.00
122314,  164.00,  192.70,  163.00,  -21.60,   19.60,   14.00
122315,  164.00,  192.80,  164.00,  -21.60,   19.60,   14.00
122316,  164.10,  192.70,  163.00,  -21.20,   19.60,   14.00
122317,  163.80,  193.00,  165.00,  -21.90,   19.70,   14.00
122318,  164.10,  193.80,  163.00,  -21.80,   20.10,   14.00
122319,  164.90,  194.60,  166.00,  -21.00,   20.50,   14.00
122320,  165.00,  194.60,  167.00,  -21.20,   20.50,   14.00
122321,  165.10,  194.30,  165.00,  -20.70,   20.30,   14.00
122322,  165.10,  194.20,  164.00,  -21.00,   20.20,   14.00
122323,  164.90,  194.30,  167.00,  -21.10,   20.20,   14.00
122324,  165.10,  194.30,  166.00,  -21.10,   20.20,   14.00
122325,  165.10,  194.30,  164.00,  -20.90,   20.30,   14.00
122326,  165.00,  194.10,  164.00,  -21.00,   20.10,   14.00
122327,  164.90,  194.00,  164.00,  -21.00,   20.00,   14.00
122328,  165.20,  194.10,  164.00,  -20.90,   20.10,   14.00
122329,  164.80,  194.10,  163.00,  -21.00,   20.10,   14.00
122330,  165.10,  194.10,  162.00,  -21.00,   20.10,   14.00
122331,  165.10,  194.10,  161.00,  -20.70,   20.10,   14.00
122332,  165.10,  194.00,  161.00,  -21.00,   20.00,   14.00
122333,  165.00,  193.80,  162.00,  -20.90,   19.80,   14.00
122334,  164.90,  193.80,  160.00,  -21.20,   19.80,   14.00
122335,  164.70,  193.60,  160.00,  -21.30,   19.60,   14.00
122336,  164.70,  193.60,  158.00,  -21.30,   19.60,   14.00
122337,  164.70,  193.60,  159.00,  -21.40,   19.70,   14.00
122338,  164.70,  193.50,  158.00,  -21.30,   19.50,   14.00
122339,  164.90,  193.50,  158.00,  -21.10,   19.50,   14.00
122340,  164.60,  193.50,  155.00,  -21.40,   19.60,   14.00
122341,  164.60,  193.40,  155.00,  -21.40,   19.60,   14.00
122342,  164.80,  193.30,  156.00,  -21.30,   19.50,   14.00
122343,  164.80,  193.30,  158.00,  -21.20,   19.40,   14.00
122344,  164.60,  193.40,  155.00,  -21.50,   19.60,   14.00
122345,  164.70,  193.30,  156.00,  -21.30,   19.50,   14.00
122346,  164.60,  193.30,  156.00,  -21.30,   19.40,   14.00
122347,  164.40,  193.20,  154.00,  -21.50,   19.40,   14.00
122348,  164.50,  193.10,  155.00,  -21.70,   19.30,   14.00
122349,  164.60,  193.30,  155.00,  -21.30,   19.40,   14.00
122350,  164.60,  193.30,  155.00,  -21.50,   19.50,   14.00
122351,  164.80,  193.30,  156.00,  -21.30,   19.60,   14.00
122352,  164.70,  193.30,  156.00,  -21.30,   19.60,   14.00
122353,  164.80,  193.40,  158.00,  -21.10,   19.60,   14.00
122354,  165.00,  193.50,  156.00,  -21.10,   19.80,   14.00
122355,  165.30,  193.60,  160.00,  -20.80,   19.90,   14.00
122356,  166.10,  193.70,  159.00,  -20.80,   20.00,   14.00
122357,  173.30,  193.00,  160.00,  -17.50,   19.90,   14.00
122358,  185.10,  191.40,  161.00,  -12.50,   19.70,   14.00
122359,  199.60,  187.80,  166.00,   -6.20,   18.90,   14.00
122360,  212.30,  187.10,  168.00,    0.00,   18.70,   14.00
122361,  223.10,  184.30,  169.00,    4.50,   17.10,   14.00
122362,  232.70,  184.00,  166.00,    8.20,   17.80,   14.00
122363,  239.00,  183.40,  163.00,   10.80,   17.50,   14.00
122364,  241.50,  183.10,  165.00,   11.70,   17.30,   14.00
122365,  242.10,  182.90,  167.00,   11.20,   17.00,   14.00
122366,  242.60,  182.80,  164.00,   10.80,   16.80,   14.00
122367,  243.00,  182.70,  167.00,   11.30,   16.80,   14.00
122368,  243.60,  182.50,  165.00,   11.80,   16.60,   14.00
122369,  243.80,  182.30,  167.00,   12.10,   16.30,   14.00
122370,  243.20,  182.00,  166.00,   11.50,   16.00,   14.00
122371,  244.00,  181.80,  164.00,   12.30,   15.80,   14.00
122372,  244.30,  181.60,  164.00,   12.50,   15.70,   14.00
122373,  244.50,  181.30,  166.00,   12.80,   15.30,   14.00
122374,  244.30,  181.20,  165.00,   12.60,   15.30,   14.00
122375,  244.30,  181.20,  164.00,   12.70,   15.30,   14.00
122376,  244.60,  181.30,  165.00,   12.80,   15.30,   14.00
122377,  244.70,  181.30,  164.00,   13.00,   15.30,   14.00
122378,  244.50,  181.10,  165.00,   12.60,   15.10,   14.00
122379,  244.60,  181.10,  164.00,   12.60,   15.10,   14.00
122380,  244.80,  181.10,  164.00,   12.80,   15.00,   14.00
122381,  244.80,  181.00,  166.00,   12.70,   15.00,   14.00
122382,  245.10,  181.00,  165.00,   13.10,   15.00,   14.00
122383,  245.00,  181.00,  167.00,   12.80,   15.00,   14.00
122384,  244.80,  181.00,  166.00,   12.60,   15.00,   14.00
122385,  245.10,  180.80,  166.00,   12.80,   14.80,   14.00
122386,  245.20,  180.90,  165.00,   13.00,   14.90,   14.00
122387,  245.30,  181.00,  168.00,   12.90,   15.00,   14.00
122388,  245.10,  181.00,  166.00,   12.70,   15.00,   14.00
122389,  244.90,  181.00,  167.00,   12.50,   15.00,   14.00
122390,  245.30,  181.00,  168.00,   12.90,   15.00,   14.00
122391,  245.10,  181.00,  167.00,   12.70,   15.00,   14.00
122392,  245.30,  181.00,  169.00,   12.90,   15.00,   14.00
122393,  245.10,  180.90,  169.00,   12.70,   14.90,   14.00
122394,  245.30,  180.80,  167.00,   13.00,   14.80,   14.00
122395,  245.10,  180.80,  168.00,   12.60,   14.80,   14.00
122396,  245.30,  180.70,  168.00,   12.90,   14.80,   14.00
122397,  245.00,  180.50,  168.00,   12.40,   14.60,   14.00
122398,  245.30,  180.40,  168.00,   12.80,   14.50,   14.00
122399,  245.20,  180.30,  167.00,   12.50,   14.30,   14.00
122400,  245.00,  180.30,  166.00,   12.60,   14.30,   14.00
122401,  245.00,  180.20,  166.00,   12.10,   14.10,   14.00
122402,  244.80,  180.20,  166.00,   12.40,   14.10,   14.00
122403,  245.10,  180.10,  165.00,   12.50,   14.20,   14.00
122404,  245.00,  180.10,  165.00,   12.30,   14.20,   14.00
122405,  245.00,  180.20,  164.00,   12.10,   14.30,   14.00
122406,  245.00,  180.10,  164.00,   12.30,   14.20,   14.00
122407,  244.80,  180.00,  164.00,   12.20,   14.30,   14.00
122408,  243.40,  176.10,  163.00,   11.80,   13.10,   14.00
122409,  241.50,  169.20,  164.00,   11.40,   10.80,   14.00
122410,  239.00,  162.00,  164.00,    9.30,    7.50,   14.00
122411,  236.50,  154.50,  165.00,    8.10,    4.00,   14.00
122412,  234.00,  148.50,  163.00,    7.00,    0.70,   14.00
122413,  232.90,  142.90,  163.00,    7.60,   -2.50,   14.00
122414,  230.60,  140.30,  162.00,    6.60,   -4.80,   14.00
122415,  229.00,  137.50,  170.00,    5.30,   -7.00,   14.00
122416,  228.70,  137.30,  161.00,    4.90,   -6.90,   14.00
122417,  228.60,  136.60,  160.00,    4.90,   -7.50,   14.00
122418,  229.00,  136.30,  161.00,    4.80,   -7.90,   14.00
122419,  229.20,  136.00,  160.00,    4.70,   -8.30,   14.00
122420,  229.30,  135.70,  160.00,    4.90,   -8.60,   14.00
122421,  229.40,  135.50,  160.00,    4.90,   -8.90,   14.00
122422,  229.60,  135.40,  159.00,    4.80,   -9.10,   14.00
122423,  229.80,  135.10,  161.00,    5.20,   -9.40,   14.00
122424,  229.90,  134.90,  158.00,    5.00,   -9.60,   14.00
122425,  230.00,  134.70,  160.00,    5.20,   -9.80,   14.00
122426,  230.10,  134.60,  159.00,    5.00,   -9.90,   14.00
122427,  230.40,  134.60,  160.00,    5.40,  -10.00,   14.00
122428,  230.30,  134.50,  158.00,    5.00,  -10.10,   14.00
122429,  230.50,  134.40,  157.00,    5.20,  -10.20,   14.00
122430,  230.40,  134.30,  158.00,    5.00,  -10.50,   14.00
122431,  230.30,  134.10,  156.00,    5.10,  -10.60,   14.00
122432,  230.60,  134.00,  156.00,    5.00,  -10.70,   14.00
122433,  230.50,  134.00,  155.00,    5.10,  -10.70,   14.00
122434,  230.50,  134.00,  153.00,    5.00,  -10.80,   14.00
122435,  230.50,  134.00,  151.00,    5.00,  -10.80,   14.00
122436,  230.50,  133.90,  151.00,    5.10,  -11.00,   14.00
122437,  230.30,  133.90,  151.00,    4.80,  -11.00,   14.00
122438,  230.30,  133.90,  149.00,    4.80,  -11.00,   14.00
122439,  230.50,  133.80,  149.00,    4.90,  -11.10,   14.00
122440,  230.40,  133.60,  149.00,    4.80,  -11.30,   14.00
122441,  230.50,  133.50,  147.00,    5.00,  -11.50,   14.00
122442,  230.50,  133.50,  147.00,    5.00,  -11.50,   14.00
122443,  230.50,  133.50,  146.00,    4.80,  -11.40,   14.00
122444,  230.60,  133.60,  145.00,    5.00,  -11.30,   14.00
122445,  230.60,  133.50,  145.00,    4.90,  -11.40,   14.00
122446,  230.60,  133.50,  146.00,    5.00,  -11.40,   14.00
122447,  230.60,  133.50,  144.00,    5.00,  -11.40,   14.00
122448,  230.70,  133.60,  145.00,    5.10,  -11.30,   14.00
122449,  230.80,  133.50,  144.00,    5.10,  -11.50,   14.00
122450,  230.60,  133.30,  144.00,    4.80,  -11.60,   14.00
122451,  230.60,  133.30,  144.00,    5.00,  -11.60,   14.00
122452,  230.70,  133.30,  144.00,    4.90,  -11.60,   14.00
122453,  230.70,  133.40,  143.00,    4.80,  -11.50,   14.00
122454,  227.30,  135.70,  142.00,    4.10,   -9.80,   14.00
122455,  218.40,  139.20,  142.00,    0.30,   -8.20,   14.00
122456,  208.80,  144.10,  142.00,   -3.30,   -7.30,   14.00
122457,  200.50,  147.50,  140.00,   -7.50,   -4.50,   14.00
122458,  195.70,  150.10,  138.00,   -9.70,   -3.30,   14.00
122459,  192.40,  150.50,  137.00,  -11.30,   -3.90,   14.00
122460,  189.30,  151.50,  139.00,  -12.60,   -3.30,   14.00
122461,  188.70,  151.80,  141.00,  -12.70,   -3.10,   14.00
122462,  188.60,  151.80,  139.00,  -12.80,   -3.10,   14.00
122463,  189.00,  151.70,  138.00,  -12.80,   -3.10,   14.00
122464,  188.80,  151.60,  138.00,  -12.80,   -3.20,   14.00
122465,  189.00,  151.40,  138.00,  -12.90,   -3.30,   14.00
122466,  189.10,  151.40,  139.00,  -12.50,   -3.40,   14.00
122467,  189.20,  151.50,  138.00,  -12.80,   -3.30,   14.00
122468,  189.20,  151.50,  137.00,  -12.60,   -3.20,   14.00
122469,  189.30,  151.40,  138.00,  -12.80,   -3.30,   14.00
122470,  189.30,  151.40,  137.00,  -12.80,   -3.30,   14.00
122471,  189.60,  151.40,  138.00,  -12.60,   -3.30,   14.00
122472,  189.30,  151.30,  138.00,  -12.80,   -3.30,   14.00
122473,  189.50,  151.30,  140.00,  -12.80,   -3.40,   14.00
122474,  189.40,  151.30,  140.00,  -12.90,   -3.40,   14.00
122475,  189.60,  151.30,  139.00,  -12.70,   -3.40,   14.00
122476,  189.60,  151.20,  139.00,  -12.60,   -3.50,   14.00
122477,  189.80,  151.20,  139.00,  -12.60,   -3.50,   14.00
122478,  189.50,  151.20,  139.00,  -13.00,   -3.50,   14.00
122479,  190.00,  151.20,  141.00,  -12.50,   -3.50,   14.00
122480,  190.00,  151.20,  141.00,  -12.50,   -3.50,   14.00
122481,  189.80,  151.30,  143.00,  -12.70,   -3.40,   14.00
122482,  189.80,  151.40,  142.00,  -12.70,   -3.30,   14.00
122483,  190.00,  151.40,  144.00,  -12.80,   -3.30,   14.00
122484,  190.00,  151.50,  144.00,  -12.80,   -3.30,   14.00
122485,  189.80,  151.50,  145.00,  -12.60,   -3.30,   14.00
122486,  190.20,  151.40,  145.00,  -12.30,   -3.30,   14.00
122487,  190.20,  151.50,  145.00,  -12.50,   -3.20,   14.00
122488,  190.10,  151.40,  145.00,  -12.60,   -3.40,   14.00
122489,  190.30,  151.50,  145.00,  -12.30,   -3.30,   14.00
122490,  190.50,  151.60,  146.00,  -12.30,   -3.10,   14.00
122491,  190.50,  151.50,  147.00,  -12.20,   -3.30,   14.00
122492,  190.30,  151.50,  147.00,  -12.50,   -3.30,   14.00
122493,  190.60,  151.50,  149.00,  -12.00,   -3.30,   14.00
122494,  190.50,  151.50,  149.00,  -12.10,   -3.30,   14.00
122495,  190.60,  151.50,  151.00,  -12.00,   -3.30,   14.00
122496,  190.50,  151.50,  149.00,  -12.30,   -3.30,   14.00
122497,  190.30,  151.60,  149.00,  -12.40,   -3.20,   14.00
122498,  190.40,  151.70,  149.00,  -12.50,   -3.10,   14.00
122499,  190.50,  151.60,  151.00,  -12.20,   -3.10,   14.00
122500,  189.50,  150.40,  150.00,  -12.00,   -3.60,   14.00
122501,  186.20,  143.70,  153.00,  -13.00,   -6.60,   14.00
122502,  182.50,  138.30,  150.00,  -14.00,   -9.00,   14.00
122503,  179.80,  132.90,  151.00,  -14.80,  -10.60,   14.00
122504,  177.30,  130.50,  151.00,  -16.30,  -12.50,   14.00
122505,  176.60,  128.00,  151.00,  -16.60,  -14.00,   14.00
122506,  176.30,  128.50,  151.00,  -17.20,  -13.30,   14.00
122507,  176.70,  128.60,  151.00,  -16.70,  -13.10,   14.00
122508,  176.30,  128.50,  151.00,  -17.50,  -13.30,   14.00
122509,  176.70,  128.50,  151.00,  -17.00,  -13.30,   14.00
122510,  176.90,  128.60,  152.00,  -17.20,  -13.30,   14.00
122511,  176.70,  128.60,  151.00,  -17.30,  -13.30,   14.00
122512,  176.60,  128.60,  151.00,  -17.60,  -13.20,   14.00
122513,  177.30,  128.70,  152.00,  -17.10,  -13.30,   14.00
122514,  176.80,  128.70,  152.00,  -17.30,  -13.30,   14.00
122515,  177.10,  128.70,  152.00,  -17.10,  -13.40,   14.00
122516,  176.80,  128.80,  151.00,  -17.50,  -13.30,   14.00
122517,  177.00,  128.80,  151.00,  -17.30,  -13.40,   14.00
122518,  177.40,  128.80,  150.00,  -17.00,  -13.30,   14.00
122519,  177.20,  128.80,  150.00,  -17.30,  -13.30,   14.00
122520,  177.40,  128.80,  149.00,  -17.00,  -13.30,   14.00
122521,  177.10,  128.80,  150.00,  -17.50,  -13.30,   14.00
122522,  174.50,  129.20,  148.00,  -19.90,  -13.00,   14.00
122523,  177.50,  129.20,  148.00,  -17.10,  -13.00,   14.00
122524,  177.30,  128.80,  149.00,  -17.10,  -13.30,   14.00
122525,  177.30,  128.80,  148.00,  -17.30,  -13.40,   14.00
122526,  177.30,  128.80,  148.00,  -17.50,  -13.30,   14.00
122527,  177.30,  128.80,  148.00,  -17.30,  -13.30,   14.00
122528,  177.30,  128.80,  149.00,  -17.60,  -13.40,   14.00
122529,  177.40,  128.80,  148.00,  -17.30,  -13.30,   14.00
122530,  177.00,  128.80,  147.00,  -17.90,  -13.40,   14.00
122531,  177.50,  128.70,  148.00,  -17.20,  -13.50,   14.00
122532,  177.50,  128.80,  148.00,  -17.60,  -13.50,   14.00
122533,  177.50,  128.80,  149.00,  -17.20,  -13.40,   14.00
122534,  177.50,  128.80,  150.00,  -17.30,  -13.50,   14.00
122535,  177.80,  128.80,  150.00,  -16.90,  -13.50,   14.00
122536,  177.90,  128.80,  150.00,  -17.10,  -13.40,   14.00
122537,  178.00,  128.80,  150.00,  -16.60,  -13.40,   14.00
122538,  177.60,  128.80,  150.00,  -17.30,  -13.40,   14.00
122539,  177.90,  128.80,  151.00,  -16.80,  -13.50,   14.00
122540,  177.70,  128.60,  151.00,  -17.30,  -13.60,   14.00
122541,  178.10,  128.70,  151.00,  -16.60,  -13.60,   14.00
122542,  178.00,  128.80,  152.00,  -16.80,  -13.50,   14.00
122543,  178.10,  128.80,  153.00,  -16.50,  -13.50,   14.00
122544,  178.10,  128.80,  153.00,  -16.80,  -13.50,   14.00
122545,  178.30,  128.90,  153.00,  -16.40,  -13.40,   14.00
122546,  179.70,  129.00,  154.00,  -16.60,  -13.30,   14.00
122547,  188.50,  129.40,  157.00,  -13.10,  -13.20,   14.00
122548,  203.40,  130.00,  157.00,   -6.60,  -13.10,   14.00
122549,  220.80,  130.50,  162.00,    1.30,  -13.10,   14.00
122550,  234.60,  131.10,  161.00,    7.60,  -12.90,   14.00
122551,  243.50,  131.80,  161.00,   11.40,  -12.60,   14.00
122552,  248.70,  132.30,  162.00,   13.60,  -12.30,   14.00
122553,  251.90,  132.80,  162.00,   15.30,  -11.80,   14.00
122554,  252.40,  133.10,  160.00,   15.20,  -11.70,   14.00
122555,  252.60,  133.10,  162.00,   15.20,  -11.70,   14.00
122556,  252.60,  133.10,  160.00,   15.10,  -11.60,   14.00
122557,  252.90,  133.10,  161.00,   15.40,  -11.60,   14.00
122558,  253.00,  133.00,  160.00,   15.30,  -11.60,   14.00
122559,  253.10,  133.00,  162.00,   15.50,  -11.70,   14.00
122560,  253.40,  132.90,  162.00,   15.60,  -11.80,   14.00
122561,  253.30,  133.00,  162.00,   15.50,  -11.80,   14.00
122562,  253.20,  132.90,  162.00,   15.20,  -11.90,   14.00
122563,  253.30,  132.80,  160.00,   15.30,  -12.00,   14.00
122564,  253.20,  132.80,  161.00,   15.30,  -11.80,   14.00
122565,  253.50,  132.80,  161.00,   15.40,  -11.90,   14.00
122566,  253.30,  132.80,  160.00,   15.10,  -11.90,   14.00
122567,  253.50,  132.80,  159.00,   15.40,  -11.90,   14.00
122568,  253.50,  132.70,  158.00,   15.20,  -12.00,   14.00
122569,  253.30,  132.60,  158.00,   15.10,  -12.10,   14.00
122570,  253.40,  132.50,  157.00,   15.10,  -12.20,   14.00
122571,  253.50,  132.40,  157.00,   15.30,  -12.30,   14.00
122572,  253.50,  132.50,  157.00,   15.20,  -12.10,   14.00
122573,  253.50,  132.40,  156.00,   15.20,  -12.20,   14.00
122574,  253.40,  132.40,  156.00,   15.00,  -12.30,   14.00
122575,  253.50,  132.30,  157.00,   15.00,  -12.30,   14.00
122576,  253.40,  132.20,  158.00,   14.90,  -12.40,   14.00
122577,  253.40,  132.20,  155.00,   15.10,  -12.40,   14.00
122578,  253.50,  132.10,  154.00,   15.10,  -12.50,   14.00
122579,  253.50,  132.10,  155.00,   15.10,  -12.60,   14.00
122580,  253.30,  132.10,  154.00,   14.70,  -12.50,   14.00
122581,  253.50,  132.00,  155.00,   15.10,  -12.60,   14.00
122582,  253.50,  132.00,  153.00,   15.00,  -12.60,   14.00
122583,  253.50,  132.10,  153.00,   15.00,  -12.50,   14.00
122584,  253.50,  132.00,  153.00,   15.10,  -12.70,   14.00
122585,  253.60,  132.00,  153.00,   15.30,  -12.70,   14.00
122586,  253.50,  132.00,  153.00,   15.00,  -12.60,   14.00
122587,  253.30,  132.00,  153.00,   14.80,  -12.60,   14.00
122588,  253.50,  132.00,  152.00,   15.10,  -12.60,   14.00
122589,  253.50,  132.00,  152.00,   15.00,  -12.50,   14.00
122590,  253.40,  131.90,  152.00,   15.00,  -12.60,   14.00
122591,  253.50,  131.80,  153.00,   15.00,  -12.70,   14.00
122592,  253.50,  131.80,  150.00,   15.00,  -12.60,   14.00
122593,  253.30,  131.90,  152.00,   14.80,  -12.60,   14.00
122594,  253.30,  131.90,  151.00,   14.90,  -12.60,   14.00
122595,  253.30,  131.80,  151.00,   14.80,  -12.60,   14.00
122596,  253.50,  131.80,  151.00,   15.00,  -12.60,   14.00
122597,  253.50,  131.80,  152.00,   15.00,  -12.60,   14.00
122598,  253.30,  131.70,  151.00,   14.80,  -12.70,   14.00
122599,  253.40,  131.70,  151.00,   14.80,  -12.70,   14.00
122600,  253.30,  131.80,  151.00,   14.80,  -12.60,   14.00
122601,  253.50,  131.70,  151.00,   15.00,  -12.70,   14.00
122602,  253.50,  131.60,  150.00,   15.00,  -12.80,   14.00
122603,  253.40,  131.60,  150.00,   14.80,  -12.80,   14.00
122604,  253.40,  131.60,  151.00,   14.80,  -12.80,   14.00
122605,  253.50,  131.60,  150.00,   14.90,  -12.80,   14.00
122606,  253.50,  131.60,  150.00,   14.90,  -12.80,   14.00
122607,  253.50,  131.70,  151.00,   14.90,  -12.80,   14.00
122608,  253.40,  131.70,  152.00,   14.90,  -12.70,   14.00
122609,  253.40,  131.70,  149.00,   14.80,  -12.80,   14.00
122610,  253.60,  131.70,  149.00,   15.00,  -12.80,   14.00
122611,  253.50,  131.70,  149.00,   14.80,  -12.80,   14.00
122612,  253.70,  131.70,  149.00,   15.10,  -12.80,   14.00
122613,  253.70,  131.60,  149.00,   15.00,  -12.80,   14.00
122614,  253.60,  131.60,  148.00,   15.10,  -12.80,   14.00
122615,  253.60,  131.60,  150.00,   15.00,  -12.80,   14.00
122616,  253.60,  131.60,  149.00,   15.10,  -12.80,   14.00
122617,  253.60,  131.60,  149.00,   15.00,  -12.80,   14.00
122618,  253.70,  131.50,  149.00,   15.10,  -12.90,   14.00
122619,  253.60,  131.40,  150.00,   15.00,  -13.00,   14.00
122620,  253.80,  131.50,  149.00,   15.20,  -12.90,   14.00
122621,  252.30,  131.90,  149.00,   14.60,  -12.60,   14.00
122622,  249.60,  132.70,  149.00,   13.30,  -12.30,   14.00
122623,  248.30,  133.30,  149.00,   12.50,  -12.10,   14.00
122624,  248.20,  133.40,  150.00,   12.80,  -12.20,   14.00
122625,  248.00,  133.50,  150.00,   12.50,  -12.10,   14.00
122626,  247.30,  133.70,  149.00,   12.30,  -12.10,   14.00
122627,  243.30,  134.90,  152.00,   11.30,  -12.00,   14.00
122628,  235.50,  139.20,  151.00,    7.50,   -9.10,   14.00
122629,  227.70,  140.10,  151.00,    4.00,   -9.30,   14.00
122630,  219.20,  143.80,  151.00,    0.70,   -6.80,   14.00
122631,  210.50,  144.80,  151.00,   -2.40,   -7.20,   14.00
122632,  203.30,  148.60,  149.00,   -5.60,   -4.80,   14.00
122633,  196.70,  149.20,  149.00,   -8.60,   -5.10,   14.00
122634,  192.50,  150.70,  146.00,  -10.60,   -4.20,   14.00
122635,  190.30,  151.50,  148.00,  -11.80,   -3.70,   14.00
122636,  190.10,  151.70,  147.00,  -11.90,   -3.50,   14.00
122637,  190.30,  151.80,  146.00,  -11.50,   -3.40,   14.00
122638,  190.50,  151.80,  147.00,  -11.80,   -3.30,   14.00
122639,  190.70,  151.80,  147.00,  -11.80,   -3.10,   14.00
122640,  190.80,  151.80,  147.00,  -11.60,   -3.20,   14.00
122641,  191.10,  151.70,  147.00,  -11.60,   -3.30,   14.00
122642,  190.90,  151.60,  148.00,  -11.60,   -3.30,   14.00
122643,  191.10,  151.60,  147.00,  -11.30,   -3.50,   14.00
122644,  191.40,  151.60,  147.00,  -11.40,   -3.40,   14.00
122645,  191.30,  151.80,  147.00,  -11.30,   -3.30,   14.00
122646,  191.40,  151.80,  150.00,  -11.30,   -3.30,   14.00
122647,  191.50,  151.80,  149.00,  -11.10,   -3.30,   14.00
122648,  191.60,  151.80,  150.00,  -11.10,   -3.30,   14.00
122649,  191.60,  151.80,  149.00,  -11.10,   -3.30,   14.00
122650,  191.80,  151.80,  148.00,  -10.90,   -3.30,   14.00
122651,  191.80,  151.80,  149.00,  -11.00,   -3.30,   14.00
122652,  191.80,  151.80,  151.00,  -11.30,   -3.30,   14.00
122653,  192.00,  151.80,  149.00,  -10.80,   -3.30,   14.00
122654,  191.90,  151.80,  152.00,  -11.00,   -3.30,   14.00
122655,  191.80,  151.90,  151.00,  -11.30,   -3.10,   14.00
122656,  192.10,  152.00,  152.00,  -10.70,   -3.00,   14.00
122657,  192.00,  152.00,  152.00,  -11.10,   -3.00,   14.00
122658,  191.80,  151.90,  152.00,  -11.00,   -3.10,   14.00
122659,  192.10,  151.90,  153.00,  -10.80,   -3.10,   14.00
122660,  192.00,  152.00,  154.00,  -11.00,   -3.00,   14.00
122661,  192.20,  152.10,  155.00,  -10.90,   -2.90,   14.00
122662,  192.10,  152.00,  154.00,  -10.90,   -3.00,   14.00
122663,  192.30,  152.00,  154.00,  -10.80,   -3.00,   14.00
122664,  192.30,  152.00,  154.00,  -10.80,   -3.00,   14.00
122665,  192.30,  152.00,  155.00,  -10.80,   -3.00,   14.00
122666,  192.30,  152.00,  156.00,  -10.80,   -3.10,   14.00
122667,  192.50,  151.80,  155.00,  -10.60,   -3.20,   14.00
122668,  192.40,  152.00,  155.00,  -10.70,   -3.10,   14.00
122669,  192.50,  152.00,  157.00,  -10.60,   -3.10,   14.00
122670,  192.50,  151.90,  157.00,  -10.40,   -3.10,   14.00
122671,  190.10,  148.30,  156.00,  -11.50,   -4.20,   14.00
122672,  185.20,  143.10,  155.00,  -13.40,   -7.30,   14.00
122673,  179.80,  138.20,  156.00,  -15.30,   -8.70,   14.00
122674,  174.80,  135.80,  155.00,  -17.70,  -10.50,   14.00
122675,  170.00,  132.90,  154.00,  -20.10,  -11.80,   14.00
122676,  166.80,  132.50,  154.00,  -22.00,  -11.30,   14.00
122677,  166.00,  131.30,  154.00,  -21.90,  -12.00,   14.00
122678,  165.80,  130.80,  155.00,  -22.10,  -12.10,   14.00
122679,  165.80,  130.80,  155.00,  -22.10,  -12.10,   14.00
122680,  166.10,  130.60,  155.00,  -21.80,  -12.30,   14.00
122681,  166.30,  130.50,  154.00,  -21.80,  -12.50,   14.00
122682,  166.50,  130.50,  154.00,  -21.50,  -12.50,   14.00
122683,  166.20,  130.60,  154.00,  -21.90,  -12.40,   14.00
122684,  166.10,  130.80,  155.00,  -22.20,  -12.30,   14.00
122685,  167.10,  130.70,  157.00,  -21.10,  -12.40,   14.00
122686,  166.40,  130.70,  154.00,  -22.10,  -12.40,   14.00
122687,  167.10,  130.70,  156.00,  -21.30,  -12.50,   14.00
122688,  166.70,  130.80,  155.00,  -21.80,  -12.50,   14.00
122689,  167.20,  130.80,  156.00,  -21.20,  -12.40,   14.00
122690,  166.50,  130.80,  155.00,  -22.10,  -12.50,   14.00
122691,  167.50,  130.80,  155.00,  -21.00,  -12.50,   14.00
122692,  167.30,  130.70,  154.00,  -21.20,  -12.50,   14.00
122693,  166.90,  130.80,  155.00,  -21.60,  -12.50,   14.00
122694,  167.10,  130.80,  154.00,  -21.60,  -12.50,   14.00
122695,  167.50,  130.60,  155.00,  -21.10,  -12.60,   14.00
122696,  167.50,  130.60,  155.00,  -21.10,  -12.60,   14.00
122697,  167.80,  130.70,  155.00,  -20.90,  -12.50,   14.00
122698,  167.30,  130.80,  156.00,  -21.40,  -12.50,   14.00
