time_s	task	event	info	record_time_s
115.3441	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	115.3461
115.3441	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	115.3462
115.3791	Fixation	Reward	Auto	115.4268
115.3791	Fixation	TaskReward	0.0475	115.4271
116.3800	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	116.3802
116.3800	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	116.3808
116.3800	CT-Shaped Checkerboard LH	ResponseReward	0.0475	116.3810
116.3800	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	116.3814
116.3974	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	116.3993
116.3974	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	116.3994
116.3974	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	116.3995
116.4325	Fixation	Reward	Auto	116.4802
116.4325	Fixation	TaskReward	0.0475	116.4805
117.4319	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	117.4322
117.4319	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	117.4327
117.4319	CT-Shaped Checkerboard LH	ResponseReward	0.0475	117.4330
117.4319	CT-Shaped Checkerboard LH	DecideNewState	TRIAL_END	117.4348
117.4507	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	117.4526
117.4507	CT-Shaped Checkerboard LH	NewState	TRIAL_END	117.4527
117.4507	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	117.4528
117.4857	Fixation	Reward	Auto	117.5334
117.4857	Fixation	TaskReward	0.0475	117.5337
117.4507	CT-Shaped Checkerboard LH	TrialCompleted	n/a	117.5339
117.4507	CT-Shaped Checkerboard LH	DecideNewState	INIT_TRIAL	117.5357
117.4507	CT-Shaped Checkerboard LH	NewStimulus	4	117.5418
117.4507	CT-Shaped Checkerboard LH	CombinedStim	CurveSegUL+BlankR	117.5418
117.5640	Fixation	Fixation	Out	117.5642
117.5640	Fixation	Fixation	Out	117.5679
117.4507	CT-Shaped Checkerboard LH	DecideNewState	PREFIXATION	117.5681
117.5840	CT-Shaped Checkerboard LH	NewState	INIT_TRIAL	117.5858
117.5840	CT-Shaped Checkerboard LH	NewState	PREFIXATION	117.5859
117.5840	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	117.5860
117.5942	Fixation	Fixation	In	117.5944
117.9518	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	117.9521
117.9706	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	117.9725
117.9706	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	117.9726
118.9654	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	118.9657
118.9654	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	118.9662
118.9654	CT-Shaped Checkerboard LH	ResponseReward	0.0475	118.9665
118.9654	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	118.9669
118.9839	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	118.9857
118.9839	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	118.9858
118.9839	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	118.9859
119.0186	Fixation	Reward	Auto	119.0663
119.0186	Fixation	TaskReward	0.0475	119.0667
119.5822	Fixation	Fixation	Out	119.5824
119.5822	Fixation	Fixation	Out	119.5859
120.0052	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	120.0054
120.0052	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	120.0059
120.0052	CT-Shaped Checkerboard LH	ResponseReward	0.0475	120.0062
120.0052	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	120.0065
120.0239	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	120.0258
120.0239	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	120.0259
120.0239	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	120.0260
120.0589	Fixation	Reward	Auto	120.1066
120.0589	Fixation	TaskReward	0.0475	120.1069
121.0054	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	121.0056
121.0054	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	121.0065
121.0238	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	121.0258
121.0238	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	121.0259
121.0238	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	121.0259
121.3517	Fixation	Fixation	In	121.3519
122.0188	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	122.0190
122.0188	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	122.0198
122.0371	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	122.0390
122.0371	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	122.0391
122.0371	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	122.0392
123.0317	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	123.0320
123.0317	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	123.0325
123.0317	CT-Shaped Checkerboard LH	ResponseReward	0.0475	123.0328
123.0317	CT-Shaped Checkerboard LH	DecideNewState	TRIAL_END	123.0346
123.0504	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	123.0523
123.0504	CT-Shaped Checkerboard LH	NewState	TRIAL_END	123.0524
123.0504	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	123.0525
123.0853	Fixation	Reward	Auto	123.1330
123.0853	Fixation	TaskReward	0.0475	123.1333
123.0504	CT-Shaped Checkerboard LH	TrialCompleted	n/a	123.1335
123.0504	CT-Shaped Checkerboard LH	DecideNewState	INIT_TRIAL	123.1352
123.0504	CT-Shaped Checkerboard LH	NewStimulus	1	123.1408
123.0504	CT-Shaped Checkerboard LH	CombinedStim	CircleDL+BlankR	123.1408
123.1622	Fixation	Fixation	Out	123.1625
123.1622	Fixation	Fixation	Out	123.1662
123.0504	CT-Shaped Checkerboard LH	DecideNewState	PREFIXATION	123.1664
123.1837	CT-Shaped Checkerboard LH	NewState	INIT_TRIAL	123.1856
123.1837	CT-Shaped Checkerboard LH	NewState	PREFIXATION	123.1857
123.1837	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	123.1857
123.1938	Fixation	Fixation	In	123.1941
123.5791	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	123.5794
123.5971	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	123.5989
123.5971	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	123.5990
124.4625	Fixation	Fixation	Out	124.4627
124.4625	Fixation	Fixation	Out	124.4662
124.5912	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	124.5914
124.5912	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	124.5919
124.5912	CT-Shaped Checkerboard LH	ResponseReward	0.0475	124.5922
124.5912	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	124.5927
124.6103	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	124.6122
124.6103	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	124.6123
124.6103	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	124.6124
124.6451	Fixation	Reward	Auto	124.6928
124.6451	Fixation	TaskReward	0.0475	124.6931
124.7117	Fixation	Fixation	In	124.7119
125.0018	n/a	MRI_Trigger	Received	125.0024
125.6318	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	125.6321
125.6318	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	125.6329
125.6503	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	125.6522
125.6503	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	125.6523
125.6503	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	125.6524
126.6448	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	126.6451
126.6448	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	126.6456
126.6448	CT-Shaped Checkerboard LH	ResponseReward	0.0475	126.6459
126.6448	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	126.6462
126.6636	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	126.6655
126.6636	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	126.6656
126.6636	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	126.6657
126.6986	Fixation	Reward	Auto	126.7463
126.6986	Fixation	TaskReward	0.0475	126.7467
127.6848	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	127.6850
127.6848	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	127.6856
127.6848	CT-Shaped Checkerboard LH	ResponseReward	0.0475	127.6858
127.6848	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	127.6862
127.7035	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	127.7054
127.7035	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	127.7055
127.7035	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	127.7056
127.7383	Fixation	Reward	Auto	127.7860
127.7383	Fixation	TaskReward	0.0475	127.7863
128.6851	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	128.6854
128.6851	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	128.6859
128.6851	CT-Shaped Checkerboard LH	ResponseReward	0.0475	128.6862
128.6851	CT-Shaped Checkerboard LH	DecideNewState	TRIAL_END	128.6878
128.7035	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	128.7054
128.7035	CT-Shaped Checkerboard LH	NewState	TRIAL_END	128.7055
128.7035	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	128.7056
128.7386	Fixation	Reward	Auto	128.7863
128.7386	Fixation	TaskReward	0.0475	128.7866
128.7035	CT-Shaped Checkerboard LH	TrialCompleted	n/a	128.7867
128.7035	CT-Shaped Checkerboard RH	NewMiniBlock	14	128.7892
128.7035	CT-Shaped Checkerboard RH	DecideNewState	INIT_TRIAL	128.7894
128.7035	CT-Shaped Checkerboard RH	NewStimulus	2	128.7980
128.7035	CT-Shaped Checkerboard RH	CombinedStim	BlankL+CircleUR	128.7980
128.8199	Fixation	Fixation	Out	128.8201
128.8199	Fixation	Fixation	Out	128.8234
128.7035	CT-Shaped Checkerboard RH	DecideNewState	PREFIXATION	128.8236
128.8368	CT-Shaped Checkerboard RH	NewState	INIT_TRIAL	128.8386
128.8368	CT-Shaped Checkerboard RH	NewState	PREFIXATION	128.8387
128.8368	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	128.8388
128.8465	Fixation	Fixation	In	128.8467
129.2045	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	129.2048
129.2235	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	129.2252
129.2235	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	129.2253
130.2049	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	130.2051
130.2049	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	130.2056
130.2049	CT-Shaped Checkerboard RH	ResponseReward	0.0475	130.2059
130.2049	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	130.2063
130.2234	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	130.2253
130.2234	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	130.2254
130.2234	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	130.2255
130.2585	Fixation	Reward	Auto	130.3062
130.2585	Fixation	TaskReward	0.0475	130.3065
131.2579	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	131.2581
131.2579	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	131.2586
131.2579	CT-Shaped Checkerboard RH	ResponseReward	0.0475	131.2589
131.2579	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	131.2594
131.2767	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	131.2786
131.2767	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	131.2787
131.2767	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	131.2788
131.3118	Fixation	Reward	Auto	131.3595
131.3118	Fixation	TaskReward	0.0475	131.3598
132.2579	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	132.2582
132.2579	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	132.2587
132.2579	CT-Shaped Checkerboard RH	ResponseReward	0.0475	132.2590
132.2579	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	132.2593
132.2767	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	132.2786
132.2767	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	132.2787
132.2767	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	132.2788
132.3116	Fixation	Reward	Auto	132.3593
132.3116	Fixation	TaskReward	0.0475	132.3596
133.2981	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	133.2983
133.2981	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	133.2988
133.2981	CT-Shaped Checkerboard RH	ResponseReward	0.0475	133.2992
133.2981	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	133.2996
133.3166	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	133.3185
133.3166	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	133.3186
133.3166	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	133.3187
133.3519	Fixation	Reward	Auto	133.3996
133.3519	Fixation	TaskReward	0.0475	133.3999
134.2982	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	134.2985
134.2982	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	134.2990
134.2982	CT-Shaped Checkerboard RH	ResponseReward	0.0475	134.2993
134.2982	CT-Shaped Checkerboard RH	DecideNewState	TRIAL_END	134.3012
134.3166	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	134.3184
134.3166	CT-Shaped Checkerboard RH	NewState	TRIAL_END	134.3185
134.3166	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	134.3185
134.3515	Fixation	Reward	Auto	134.3992
134.3515	Fixation	TaskReward	0.0475	134.3995
134.3166	CT-Shaped Checkerboard RH	TrialCompleted	n/a	134.3997
134.3166	CT-Shaped Checkerboard RH	DecideNewState	INIT_TRIAL	134.4013
134.3166	CT-Shaped Checkerboard RH	NewStimulus	2	134.4069
134.3166	CT-Shaped Checkerboard RH	CombinedStim	BlankL+CircleUR	134.4069
134.4279	Fixation	Fixation	Out	134.4282
134.4279	Fixation	Fixation	Out	134.4319
134.3166	CT-Shaped Checkerboard RH	DecideNewState	PREFIXATION	134.4321
134.4499	CT-Shaped Checkerboard RH	NewState	INIT_TRIAL	134.4517
134.4499	CT-Shaped Checkerboard RH	NewState	PREFIXATION	134.4518
134.4499	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	134.4519
134.4600	Fixation	Fixation	In	134.4602
134.8175	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	134.8178
134.8365	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	134.8384
134.8365	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	134.8385
135.1646	Fixation	Fixation	Out	135.1648
135.1646	Fixation	Fixation	Out	135.1682
135.8179	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	135.8181
135.8179	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	135.8187
135.8179	CT-Shaped Checkerboard RH	ResponseReward	0.0475	135.8189
135.8179	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	135.8193
135.8365	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	135.8384
135.8365	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	135.8385
135.8365	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	135.8386
135.8715	Fixation	Reward	Auto	135.9192
135.8715	Fixation	TaskReward	0.0475	135.9195
136.3648	Fixation	Fixation	In	136.3651
136.8181	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	136.8183
136.8181	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	136.8191
136.8365	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	136.8384
136.8365	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	136.8385
136.8365	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	136.8386
137.8711	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	137.8714
137.8711	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	137.8719
137.8711	CT-Shaped Checkerboard RH	ResponseReward	0.0475	137.8722
137.8711	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	137.8727
137.8897	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	137.8917
137.8897	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	137.8918
137.8897	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	137.8919
137.9246	Fixation	Reward	Auto	137.9723
137.9246	Fixation	TaskReward	0.0475	137.9726
138.9248	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	138.9251
138.9248	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	138.9256
138.9248	CT-Shaped Checkerboard RH	ResponseReward	0.0475	138.9259
138.9248	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	138.9263
138.9430	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	138.9450
138.9430	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	138.9451
138.9430	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	138.9452
138.9781	Fixation	Reward	Auto	139.0258
138.9781	Fixation	TaskReward	0.0475	139.0261
139.9249	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	139.9251
139.9249	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	139.9256
139.9249	CT-Shaped Checkerboard RH	ResponseReward	0.0475	139.9259
139.9249	CT-Shaped Checkerboard RH	DecideNewState	TRIAL_END	139.9277
139.9430	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	139.9449
139.9430	CT-Shaped Checkerboard RH	NewState	TRIAL_END	139.9450
139.9430	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	139.9451
139.9779	Fixation	Reward	Auto	140.0256
139.9779	Fixation	TaskReward	0.0475	140.0260
139.9430	CT-Shaped Checkerboard RH	TrialCompleted	n/a	140.0262
139.9430	CT-Shaped Checkerboard RH	DecideNewState	INIT_TRIAL	140.0280
139.9430	CT-Shaped Checkerboard RH	NewStimulus	3	140.0342
139.9430	CT-Shaped Checkerboard RH	CombinedStim	BlankL+CurveSegDR	140.0342
140.0559	Fixation	Fixation	Out	140.0562
140.0559	Fixation	Fixation	Out	140.0599
139.9430	CT-Shaped Checkerboard RH	DecideNewState	PREFIXATION	140.0601
140.0763	CT-Shaped Checkerboard RH	NewState	INIT_TRIAL	140.0781
140.0763	CT-Shaped Checkerboard RH	NewState	PREFIXATION	140.0782
140.0763	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	140.0783
140.0866	Fixation	Fixation	In	140.0868
140.4442	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	140.4445
140.4630	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	140.4648
140.4630	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	140.4649
140.7908	Fixation	Fixation	Out	140.7910
140.7908	Fixation	Fixation	Out	140.7945
141.2257	Fixation	Fixation	In	141.2259
141.4456	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	141.4459
141.4456	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	141.4464
141.4456	CT-Shaped Checkerboard RH	ResponseReward	0.0475	141.4466
141.4456	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	141.4470
141.4629	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	141.4648
141.4629	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	141.4649
141.4629	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	141.4650
141.4981	Fixation	Reward	Auto	141.5458
141.4981	Fixation	TaskReward	0.0475	141.5461
142.4977	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	142.4980
142.4977	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	142.4985
142.4977	CT-Shaped Checkerboard RH	ResponseReward	0.0475	142.4988
142.4977	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	142.4992
142.5162	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	142.5181
142.5162	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	142.5182
142.5162	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	142.5183
142.5513	Fixation	Reward	Auto	142.5990
142.5513	Fixation	TaskReward	0.0475	142.5993
143.5376	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	143.5378
143.5376	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	143.5384
143.5376	CT-Shaped Checkerboard RH	ResponseReward	0.0475	143.5386
143.5376	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	143.5390
143.5562	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	143.5581
143.5562	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	143.5582
143.5562	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	143.5583
143.5912	Fixation	Reward	Auto	143.6389
143.5912	Fixation	TaskReward	0.0475	143.6392
144.5382	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	144.5384
144.5382	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	144.5389
144.5382	CT-Shaped Checkerboard RH	ResponseReward	0.0475	144.5392
144.5382	CT-Shaped Checkerboard RH	DecideNewState	FIXATION_PERIOD	144.5395
144.5561	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	144.5580
144.5561	CT-Shaped Checkerboard RH	NewState	FIXATION_PERIOD	144.5581
144.5561	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	144.5582
144.5911	Fixation	Reward	Auto	144.6388
144.5911	Fixation	TaskReward	0.0475	144.6391
145.5909	CT-Shaped Checkerboard RH	DecideNewState	POSTFIXATION	145.5912
145.5909	CT-Shaped Checkerboard RH	ResponseGiven	CORRECT	145.5917
145.5909	CT-Shaped Checkerboard RH	ResponseReward	0.0475	145.5920
145.5909	CT-Shaped Checkerboard RH	DecideNewState	TRIAL_END	145.5937
145.6094	CT-Shaped Checkerboard RH	NewState	POSTFIXATION	145.6113
145.6094	CT-Shaped Checkerboard RH	NewState	TRIAL_END	145.6114
145.6094	CT-Shaped Checkerboard RH	ScreenUpdate	n/a	145.6115
145.6444	Fixation	Reward	Auto	145.6921
145.6444	Fixation	TaskReward	0.0475	145.6924
145.6094	CT-Shaped Checkerboard RH	TrialCompleted	n/a	145.6925
145.6094	CT-Shaped Checkerboard LH	NewMiniBlock	15	145.6951
145.6094	CT-Shaped Checkerboard LH	DecideNewState	INIT_TRIAL	145.6953
145.6094	CT-Shaped Checkerboard LH	NewStimulus	1	145.7037
145.6094	CT-Shaped Checkerboard LH	CombinedStim	CircleDL+BlankR	145.7037
145.7254	Fixation	Fixation	Out	145.7255
145.7254	Fixation	Fixation	Out	145.7288
145.6094	CT-Shaped Checkerboard LH	DecideNewState	PREFIXATION	145.7290
145.7427	CT-Shaped Checkerboard LH	NewState	INIT_TRIAL	145.7445
145.7427	CT-Shaped Checkerboard LH	NewState	PREFIXATION	145.7446
145.7427	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	145.7447
145.7523	Fixation	Fixation	In	145.7525
145.8298	Fixation	Fixation	Out	145.8300
145.8298	Fixation	Fixation	Out	145.8334
146.4521	Fixation	Fixation	In	146.4523
146.4640	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	146.4642
146.4760	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	146.4778
146.4760	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	146.4779
147.4706	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	147.4709
147.4706	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	147.4714
147.4706	CT-Shaped Checkerboard LH	ResponseReward	0.0475	147.4717
147.4706	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	147.4720
147.4893	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	147.4912
147.4893	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	147.4913
147.4893	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	147.4914
147.5242	Fixation	Reward	Auto	147.5719
147.5242	Fixation	TaskReward	0.0475	147.5722
148.4708	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	148.4711
148.4708	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	148.4716
148.4708	CT-Shaped Checkerboard LH	ResponseReward	0.0475	148.4718
148.4708	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	148.4722
148.4893	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	148.4912
148.4893	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	148.4913
148.4893	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	148.4913
148.5242	Fixation	Reward	Auto	148.5719
148.5242	Fixation	TaskReward	0.0475	148.5722
149.5243	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	149.5245
149.5243	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	149.5251
149.5243	CT-Shaped Checkerboard LH	ResponseReward	0.0475	149.5253
149.5243	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	149.5257
149.5426	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	149.5445
149.5426	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	149.5446
149.5426	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	149.5447
149.5776	Fixation	Reward	Auto	149.6253
149.5776	Fixation	TaskReward	0.0475	149.6256
150.5776	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	150.5779
150.5776	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	150.5784
150.5776	CT-Shaped Checkerboard LH	ResponseReward	0.0475	150.5787
150.5776	CT-Shaped Checkerboard LH	DecideNewState	FIXATION_PERIOD	150.5791
150.5958	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	150.5980
150.5958	CT-Shaped Checkerboard LH	NewState	FIXATION_PERIOD	150.5981
150.5958	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	150.5982
150.6309	Fixation	Reward	Auto	150.6786
150.6309	Fixation	TaskReward	0.0475	150.6790
151.6172	CT-Shaped Checkerboard LH	DecideNewState	POSTFIXATION	151.6174
151.6172	CT-Shaped Checkerboard LH	ResponseGiven	CORRECT	151.6180
151.6172	CT-Shaped Checkerboard LH	ResponseReward	0.0475	151.6182
151.6172	CT-Shaped Checkerboard LH	DecideNewState	TRIAL_END	151.6199
151.6358	CT-Shaped Checkerboard LH	NewState	POSTFIXATION	151.6377
151.6358	CT-Shaped Checkerboard LH	NewState	TRIAL_END	151.6378
151.6358	CT-Shaped Checkerboard LH	ScreenUpdate	n/a	151.6379
151.6709	Fixation	Reward	Auto	151.7186
151.6709	Fixation	TaskReward	0.0475	151.7189
151.6358	CT-Shaped Checkerboard LH	TrialCompleted	n/a	151.7191
151.6358	CT-Shaped Checkerboard LH	DecideNewState	INIT_TRIAL	151.7209
151.6358	CT-Shaped Checkerboard LH	NewStimulus	1	151.7270
151.6358	CT-Shaped Checkerboard LH	CombinedStim	CircleDL+BlankR	151.7270
151.7490	Fixation	Fixation	Out	151.7492
151.7490	Fixation	Fixation	Out	151.7530
