time_s	task	event	info	record_time_s
-150.0439	Fixation	DecideNewState	PREPARE_STIM	-150.0417
-150.0439	CT-Shaped Checkerboard LH	DecideNewState	PREPARE_STIM	-150.0411
-150.0439	CT-Shaped Checkerboard RH	DecideNewState	PREPARE_STIM	-140.1763
-130.3257	n/a	FixationRequirement	Stop	-130.3256
-129.0182	n/a	BeginExperiment	20180117T124157	-129.0152
-128.0951	n/a	EyeRecOff	n/a	-128.0947
-125.4416	n/a	EyeRecOn	n/a	-125.4413
-125.4050	Fixation	NewState	PREPARE_STIM	-125.4032
-125.4050	CT-Shaped Checkerboard LH	NewState	PREPARE_STIM	-125.4031
-125.4050	CT-Shaped Checkerboard RH	NewState	PREPARE_STIM	-125.4030
-125.4050	n/a	ScreenUpdate	n/a	-125.4029
-125.4050	Fixation	NewMiniBlock	1	-125.4020
-125.4050	Fixation	DecideNewState	INIT_TRIAL	-125.4018
-125.3966	n/a	Hand_Inserted	Right	-125.3965
-125.3964	Fixation	Reward	Auto	-125.2961
-125.3964	Fixation	TaskReward	0.1	-125.2958
-125.2850	Fixation	NewState	INIT_TRIAL	-125.2831
-122.6720	Fixation	Fixation	In	-122.6718
-122.2232	Fixation	Fixation	Out	-122.2230
-122.2232	Fixation	Fixation	Out	-122.2195
-119.5302	Fixation	Fixation	In	-119.5300
-119.3697	Fixation	Fixation	Out	-119.3696
-119.3697	Fixation	Fixation	Out	-119.3661
-119.1566	Fixation	Fixation	In	-119.1564
-119.1491	Fixation	Fixation	Out	-119.1489
-119.1491	Fixation	Fixation	Out	-119.1453
-107.9436	Fixation	Fixation	In	-107.9434
-107.8631	Fixation	Fixation	Out	-107.8629
-107.8631	Fixation	Fixation	Out	-107.8594
-106.9437	Fixation	Fixation	In	-106.9435
-106.1038	Fixation	Fixation	Out	-106.1036
-106.1038	Fixation	Fixation	Out	-106.1001
-91.7040	Fixation	Fixation	In	-91.7038
-91.6965	Fixation	Fixation	Out	-91.6963
-91.6965	Fixation	Fixation	Out	-91.6928
-82.3182	Fixation	Fixation	In	-82.3180
-82.2381	Fixation	Fixation	Out	-82.2379
-82.2381	Fixation	Fixation	Out	-82.2344
-81.2068	Fixation	Fixation	In	-81.2066
-81.0381	Fixation	Fixation	Out	-81.0379
-81.0381	Fixation	Fixation	Out	-81.0340
-74.7047	Fixation	Fixation	In	-74.7045
-74.6973	Fixation	Fixation	Out	-74.6971
-74.6973	Fixation	Fixation	Out	-74.6936
-72.6250	Fixation	Fixation	In	-72.6247
-72.6174	Fixation	Fixation	Out	-72.6172
-72.6174	Fixation	Fixation	Out	-72.6134
-59.5953	n/a	Hand_Inserted	Left	-59.5952
-59.5950	Fixation	Reward	Auto	-59.3948
-59.5950	Fixation	TaskReward	0.2	-59.3944
-59.3813	Fixation	DecideNewState	PREFIXATION	-59.3432
-59.3280	Fixation	NewState	PREFIXATION	-59.3257
-59.2996	Fixation	ManualReward	0.04	-59.2592
-59.1441	n/a	Hand_Removed	Left	-59.1440
-59.0123	Fixation	Fixation	In	-59.0121
-58.9404	Fixation	Fixation	Out	-58.9402
-58.9404	Fixation	Fixation	Out	-58.9367
-58.8382	Fixation	DecideNewState	FIXATION_PERIOD	-58.8380
-58.8214	Fixation	NewState	FIXATION_PERIOD	-58.8191
-58.6248	n/a	Hand_Inserted	Left	-58.6247
-58.2507	Fixation	DecideNewState	POSTFIXATION	-58.2504
-58.2507	Fixation	DecideNewState	FIXATION_PERIOD	-58.2498
-58.2347	Fixation	NewState	POSTFIXATION	-58.2329
-58.2347	Fixation	NewState	FIXATION_PERIOD	-58.2329
-57.6640	Fixation	DecideNewState	POSTFIXATION	-57.6637
-57.6640	Fixation	DecideNewState	FIXATION_PERIOD	-57.6630
-57.6481	Fixation	NewState	POSTFIXATION	-57.6458
-57.6481	Fixation	NewState	FIXATION_PERIOD	-57.6457
-57.0769	Fixation	DecideNewState	POSTFIXATION	-57.0767
-57.0769	Fixation	DecideNewState	FIXATION_PERIOD	-57.0759
-57.0615	Fixation	NewState	POSTFIXATION	-57.0597
-57.0615	Fixation	NewState	FIXATION_PERIOD	-57.0596
-56.4905	Fixation	DecideNewState	POSTFIXATION	-56.4902
-56.4905	Fixation	DecideNewState	FIXATION_PERIOD	-56.4896
-56.4748	Fixation	NewState	POSTFIXATION	-56.4725
-56.4748	Fixation	NewState	FIXATION_PERIOD	-56.4724
-56.1740	Fixation	Fixation	In	-56.1738
-56.0341	Fixation	Fixation	Out	-56.0339
-56.0341	Fixation	Fixation	Out	-56.0303
-55.9044	Fixation	DecideNewState	POSTFIXATION	-55.9042
-55.9044	Fixation	DecideNewState	FIXATION_PERIOD	-55.9036
-55.8882	Fixation	NewState	POSTFIXATION	-55.8859
-55.8882	Fixation	NewState	FIXATION_PERIOD	-55.8858
-55.3178	Fixation	DecideNewState	POSTFIXATION	-55.3176
-55.3178	Fixation	DecideNewState	FIXATION_PERIOD	-55.3170
-55.3015	Fixation	NewState	POSTFIXATION	-55.2992
-55.3015	Fixation	NewState	FIXATION_PERIOD	-55.2991
-54.7300	Fixation	DecideNewState	POSTFIXATION	-54.7298
-54.7300	Fixation	DecideNewState	FIXATION_PERIOD	-54.7292
-54.7149	Fixation	NewState	POSTFIXATION	-54.7126
-54.7149	Fixation	NewState	FIXATION_PERIOD	-54.7125
-54.3671	Fixation	Fixation	In	-54.3669
-54.3329	Fixation	Fixation	Out	-54.3327
-54.3329	Fixation	Fixation	Out	-54.3290
-54.1587	Fixation	DecideNewState	POSTFIXATION	-54.1585
-54.1587	Fixation	DecideNewState	TRIAL_END	-54.1575
-54.1416	Fixation	NewState	POSTFIXATION	-54.1393
-54.1416	Fixation	NewState	TRIAL_END	-54.1392
-54.1416	Fixation	TrialCompleted	n/a	-54.1049
-54.1416	Fixation	DecideNewState	INIT_TRIAL	-54.1035
-54.1416	Fixation	DecideNewState	PREFIXATION	-54.0841
-54.0749	Fixation	NewState	INIT_TRIAL	-54.0726
-54.0749	Fixation	NewState	PREFIXATION	-54.0725
-53.6107	Fixation	DecideNewState	FIXATION_PERIOD	-53.6104
-53.5949	Fixation	NewState	FIXATION_PERIOD	-53.5926
-53.0245	Fixation	DecideNewState	POSTFIXATION	-53.0243
-53.0245	Fixation	DecideNewState	FIXATION_PERIOD	-53.0235
-53.0083	Fixation	NewState	POSTFIXATION	-53.0065
-53.0083	Fixation	NewState	FIXATION_PERIOD	-53.0064
-52.4379	Fixation	DecideNewState	POSTFIXATION	-52.4377
-52.4379	Fixation	DecideNewState	FIXATION_PERIOD	-52.4371
-52.4217	Fixation	NewState	POSTFIXATION	-52.4194
-52.4217	Fixation	NewState	FIXATION_PERIOD	-52.4193
-51.8509	Fixation	DecideNewState	POSTFIXATION	-51.8507
-51.8509	Fixation	DecideNewState	FIXATION_PERIOD	-51.8500
-51.8350	Fixation	NewState	POSTFIXATION	-51.8332
-51.8350	Fixation	NewState	FIXATION_PERIOD	-51.8332
-51.2778	Fixation	DecideNewState	POSTFIXATION	-51.2775
-51.2778	Fixation	DecideNewState	FIXATION_PERIOD	-51.2769
-51.2617	Fixation	NewState	POSTFIXATION	-51.2594
-51.2617	Fixation	NewState	FIXATION_PERIOD	-51.2593
-50.9083	Fixation	Fixation	In	-50.9081
-50.9010	Fixation	Fixation	Out	-50.9008
-50.9010	Fixation	Fixation	Out	-50.8973
-50.6917	Fixation	DecideNewState	POSTFIXATION	-50.6914
-50.6917	Fixation	DecideNewState	FIXATION_PERIOD	-50.6908
-50.6751	Fixation	NewState	POSTFIXATION	-50.6733
-50.6751	Fixation	NewState	FIXATION_PERIOD	-50.6732
-50.6132	Fixation	Fixation	In	-50.6130
-50.6055	Fixation	Fixation	Out	-50.6054
-50.6055	Fixation	Fixation	Out	-50.6018
-50.1048	Fixation	DecideNewState	POSTFIXATION	-50.1046
-50.1048	Fixation	DecideNewState	FIXATION_PERIOD	-50.1040
-50.0884	Fixation	NewState	POSTFIXATION	-50.0861
-50.0884	Fixation	NewState	FIXATION_PERIOD	-50.0860
-49.5179	Fixation	DecideNewState	POSTFIXATION	-49.5176
-49.5179	Fixation	DecideNewState	FIXATION_PERIOD	-49.5170
-49.5018	Fixation	NewState	POSTFIXATION	-49.5000
-49.5018	Fixation	NewState	FIXATION_PERIOD	-49.4999
-48.9485	Fixation	DecideNewState	POSTFIXATION	-48.9483
-48.9485	Fixation	DecideNewState	TRIAL_END	-48.9473
-48.9418	Fixation	NewState	POSTFIXATION	-48.9400
-48.9418	Fixation	NewState	TRIAL_END	-48.9399
-48.9418	Fixation	TrialCompleted	n/a	-48.9037
-48.9418	Fixation	NewMiniBlock	2	-48.9018
-48.9418	Fixation	DecideNewState	INIT_TRIAL	-48.9016
-48.9418	Fixation	DecideNewState	PREFIXATION	-48.8808
-48.8752	Fixation	NewState	INIT_TRIAL	-48.8733
-48.8752	Fixation	NewState	PREFIXATION	-48.8732
-48.4653	Fixation	Fixation	In	-48.4651
-48.3974	Fixation	DecideNewState	FIXATION_PERIOD	-48.3972
-48.3818	Fixation	NewState	FIXATION_PERIOD	-48.3795
-47.8381	Fixation	DecideNewState	POSTFIXATION	-47.8379
-47.8381	Fixation	ResponseGiven	CORRECT	-47.8375
-47.8381	Fixation	ResponseReward	0.0228	-47.8373
-47.8381	Fixation	DecideNewState	FIXATION_PERIOD	-47.8370
-47.8219	Fixation	NewState	POSTFIXATION	-47.8196
-47.8219	Fixation	NewState	FIXATION_PERIOD	-47.8195
-47.7845	Fixation	Reward	Auto	-47.7614
-47.7845	Fixation	TaskReward	0.0228	-47.7611
-47.4796	Fixation	Fixation	Out	-47.4794
-47.4796	Fixation	Fixation	Out	-47.4758
-47.2516	Fixation	DecideNewState	POSTFIXATION	-47.2514
-47.2516	Fixation	DecideNewState	FIXATION_PERIOD	-47.2508
-47.2352	Fixation	NewState	POSTFIXATION	-47.2333
-47.2352	Fixation	NewState	FIXATION_PERIOD	-47.2332
-46.9432	Fixation	ManualReward	0.04	-46.9028
-46.7432	Fixation	ManualReward	0.04	-46.7028
-46.6962	Fixation	Fixation	In	-46.6960
-46.6836	Fixation	DecideNewState	POSTFIXATION	-46.6834
-46.6836	Fixation	DecideNewState	FIXATION_PERIOD	-46.6828
-46.6753	Fixation	NewState	POSTFIXATION	-46.6734
-46.6753	Fixation	NewState	FIXATION_PERIOD	-46.6733
-46.5432	Fixation	ManualReward	0.04	-46.5028
-46.1178	Fixation	DecideNewState	POSTFIXATION	-46.1176
-46.1178	Fixation	ResponseGiven	CORRECT	-46.1172
-46.1178	Fixation	ResponseReward	0.0228	-46.1169
-46.1178	Fixation	DecideNewState	FIXATION_PERIOD	-46.1166
-46.1019	Fixation	NewState	POSTFIXATION	-46.0996
-46.1019	Fixation	NewState	FIXATION_PERIOD	-46.0995
-46.0696	Fixation	Reward	Auto	-46.0466
-46.0696	Fixation	TaskReward	0.0228	-46.0463
-45.5716	Fixation	DecideNewState	POSTFIXATION	-45.5714
-45.5716	Fixation	ResponseGiven	CORRECT	-45.5711
-45.5716	Fixation	ResponseReward	0.0228	-45.5708
-45.5716	Fixation	DecideNewState	FIXATION_PERIOD	-45.5705
-45.5553	Fixation	NewState	POSTFIXATION	-45.5530
-45.5553	Fixation	NewState	FIXATION_PERIOD	-45.5529
-45.5181	Fixation	Reward	Auto	-45.4951
-45.5181	Fixation	TaskReward	0.0228	-45.4948
-45.3736	Fixation	Fixation	Out	-45.3734
-45.3736	Fixation	Fixation	Out	-45.3698
-45.2099	Fixation	ManualReward	0.04	-45.1695
-45.1094	Fixation	Fixation	In	-45.1092
-45.0632	Fixation	ManualReward	0.04	-45.0228
-45.0109	Fixation	DecideNewState	POSTFIXATION	-45.0107
-45.0109	Fixation	DecideNewState	FIXATION_PERIOD	-45.0101
-44.9953	Fixation	NewState	POSTFIXATION	-44.9930
-44.9953	Fixation	NewState	FIXATION_PERIOD	-44.9929
-44.4246	Fixation	DecideNewState	POSTFIXATION	-44.4243
-44.4246	Fixation	ResponseGiven	CORRECT	-44.4240
-44.4246	Fixation	ResponseReward	0.0228	-44.4237
-44.4246	Fixation	DecideNewState	FIXATION_PERIOD	-44.4234
-44.4087	Fixation	NewState	POSTFIXATION	-44.4068
-44.4087	Fixation	NewState	FIXATION_PERIOD	-44.4067
-44.3714	Fixation	Reward	Auto	-44.3484
-44.3714	Fixation	TaskReward	0.0228	-44.3481
-43.8786	Fixation	DecideNewState	POSTFIXATION	-43.8783
-43.8786	Fixation	ResponseGiven	CORRECT	-43.8780
-43.8786	Fixation	ResponseReward	0.0228	-43.8777
-43.8786	Fixation	DecideNewState	TRIAL_END	-43.8770
-43.8620	Fixation	NewState	POSTFIXATION	-43.8601
-43.8620	Fixation	NewState	TRIAL_END	-43.8601
-43.8253	Fixation	Reward	Auto	-43.8023
-43.8253	Fixation	TaskReward	0.0228	-43.8019
-43.8620	Fixation	TrialCompleted	n/a	-43.8018
-43.8620	Fixation	DecideNewState	INIT_TRIAL	-43.8003
-43.7865	Fixation	Fixation	Out	-43.7863
-43.7865	Fixation	Fixation	Out	-43.7826
-43.8620	Fixation	DecideNewState	PREFIXATION	-43.7824
-43.7687	Fixation	NewState	INIT_TRIAL	-43.7663
-43.7687	Fixation	NewState	PREFIXATION	-43.7662
-43.7574	Fixation	Fixation	In	-43.7572
-43.3583	Fixation	DecideNewState	FIXATION_PERIOD	-43.3580
-43.3421	Fixation	NewState	FIXATION_PERIOD	-43.3398
-42.7715	Fixation	DecideNewState	POSTFIXATION	-42.7711
-42.7715	Fixation	ResponseGiven	CORRECT	-42.7707
-42.7715	Fixation	ResponseReward	0.0228	-42.7705
-42.7715	Fixation	DecideNewState	FIXATION_PERIOD	-42.7701
-42.7554	Fixation	NewState	POSTFIXATION	-42.7537
-42.7554	Fixation	NewState	FIXATION_PERIOD	-42.7536
-42.7188	Fixation	Reward	Auto	-42.6958
-42.7188	Fixation	TaskReward	0.0228	-42.6955
-42.2252	Fixation	DecideNewState	POSTFIXATION	-42.2250
-42.2252	Fixation	ResponseGiven	CORRECT	-42.2246
-42.2252	Fixation	ResponseReward	0.0228	-42.2244
-42.2252	Fixation	DecideNewState	FIXATION_PERIOD	-42.2240
-42.2088	Fixation	NewState	POSTFIXATION	-42.2069
-42.2088	Fixation	NewState	FIXATION_PERIOD	-42.2068
-42.1720	Fixation	Reward	Auto	-42.1490
-42.1720	Fixation	TaskReward	0.0228	-42.1486
-41.6337	Fixation	DecideNewState	POSTFIXATION	-41.6335
-41.6337	Fixation	ResponseGiven	CORRECT	-41.6332
-41.6337	Fixation	ResponseReward	0.0228	-41.6329
-41.6337	Fixation	DecideNewState	FIXATION_PERIOD	-41.6326
-41.6221	Fixation	NewState	POSTFIXATION	-41.6204
-41.6221	Fixation	NewState	FIXATION_PERIOD	-41.6203
-41.5856	Fixation	Reward	Auto	-41.5626
-41.5856	Fixation	TaskReward	0.0228	-41.5623
-41.0918	Fixation	DecideNewState	POSTFIXATION	-41.0916
-41.0918	Fixation	ResponseGiven	CORRECT	-41.0912
-41.0918	Fixation	ResponseReward	0.0228	-41.0910
-41.0918	Fixation	DecideNewState	FIXATION_PERIOD	-41.0906
-41.0755	Fixation	NewState	POSTFIXATION	-41.0732
-41.0755	Fixation	NewState	FIXATION_PERIOD	-41.0731
-41.0384	Fixation	Reward	Auto	-41.0154
-41.0384	Fixation	TaskReward	0.0228	-41.0151
-40.5448	Fixation	DecideNewState	POSTFIXATION	-40.5446
-40.5448	Fixation	ResponseGiven	CORRECT	-40.5442
-40.5448	Fixation	ResponseReward	0.0228	-40.5440
-40.5448	Fixation	DecideNewState	FIXATION_PERIOD	-40.5436
-40.5289	Fixation	NewState	POSTFIXATION	-40.5266
-40.5289	Fixation	NewState	FIXATION_PERIOD	-40.5265
-40.4918	Fixation	Reward	Auto	-40.4687
-40.4918	Fixation	TaskReward	0.0228	-40.4684
-39.9983	Fixation	DecideNewState	POSTFIXATION	-39.9980
-39.9983	Fixation	ResponseGiven	CORRECT	-39.9977
-39.9983	Fixation	ResponseReward	0.0228	-39.9972
-39.9983	Fixation	DecideNewState	FIXATION_PERIOD	-39.9968
-39.9822	Fixation	NewState	POSTFIXATION	-39.9804
-39.9822	Fixation	NewState	FIXATION_PERIOD	-39.9804
-39.9451	Fixation	Reward	Auto	-39.9220
-39.9451	Fixation	TaskReward	0.0228	-39.9217
-39.4520	Fixation	DecideNewState	POSTFIXATION	-39.4518
-39.4520	Fixation	ResponseGiven	CORRECT	-39.4514
-39.4520	Fixation	ResponseReward	0.0228	-39.4512
-39.4520	Fixation	DecideNewState	FIXATION_PERIOD	-39.4508
-39.4356	Fixation	NewState	POSTFIXATION	-39.4337
-39.4356	Fixation	NewState	FIXATION_PERIOD	-39.4336
-39.3990	Fixation	Reward	Auto	-39.3760
-39.3990	Fixation	TaskReward	0.0228	-39.3757
-38.9053	Fixation	DecideNewState	POSTFIXATION	-38.9051
-38.9053	Fixation	ResponseGiven	CORRECT	-38.9047
-38.9053	Fixation	ResponseReward	0.0228	-38.9044
-38.9053	Fixation	DecideNewState	TRIAL_END	-38.9038
-38.8889	Fixation	NewState	POSTFIXATION	-38.8866
-38.8889	Fixation	NewState	TRIAL_END	-38.8865
-38.8521	Fixation	Reward	Auto	-38.8291
-38.8521	Fixation	TaskReward	0.0228	-38.8288
-38.8889	Fixation	TrialCompleted	n/a	-38.8286
-38.8889	Fixation	DecideNewState	INIT_TRIAL	-38.8273
-38.8139	Fixation	Fixation	Out	-38.8137
-38.8139	Fixation	Fixation	Out	-38.8102
-38.8889	Fixation	DecideNewState	PREFIXATION	-38.8101
-38.7956	Fixation	NewState	INIT_TRIAL	-38.7932
-38.7956	Fixation	NewState	PREFIXATION	-38.7931
-38.7839	Fixation	Fixation	In	-38.7836
-38.3853	Fixation	DecideNewState	FIXATION_PERIOD	-38.3851
-38.3690	Fixation	NewState	FIXATION_PERIOD	-38.3667
-37.7989	Fixation	DecideNewState	POSTFIXATION	-37.7987
-37.7989	Fixation	ResponseGiven	CORRECT	-37.7984
-37.7989	Fixation	ResponseReward	0.0228	-37.7981
-37.7989	Fixation	DecideNewState	FIXATION_PERIOD	-37.7978
-37.7823	Fixation	NewState	POSTFIXATION	-37.7800
-37.7823	Fixation	NewState	FIXATION_PERIOD	-37.7799
-37.7456	Fixation	Reward	Auto	-37.7226
-37.7456	Fixation	TaskReward	0.0228	-37.7222
-37.2521	Fixation	DecideNewState	POSTFIXATION	-37.2518
-37.2521	Fixation	ResponseGiven	CORRECT	-37.2515
-37.2521	Fixation	ResponseReward	0.0228	-37.2512
-37.2521	Fixation	DecideNewState	FIXATION_PERIOD	-37.2509
-37.2357	Fixation	NewState	POSTFIXATION	-37.2334
-37.2357	Fixation	NewState	FIXATION_PERIOD	-37.2333
-37.1988	Fixation	Reward	Auto	-37.1758
-37.1988	Fixation	TaskReward	0.0228	-37.1754
-36.7867	Fixation	Fixation	Out	-36.7865
-36.7867	Fixation	Fixation	Out	-36.7825
-36.6655	Fixation	DecideNewState	POSTFIXATION	-36.6651
-36.6655	Fixation	DecideNewState	FIXATION_PERIOD	-36.6644
-36.6490	Fixation	NewState	POSTFIXATION	-36.6472
-36.6490	Fixation	NewState	FIXATION_PERIOD	-36.6472
-36.3202	Fixation	Fixation	In	-36.3200
-36.0783	Fixation	DecideNewState	POSTFIXATION	-36.0781
-36.0783	Fixation	DecideNewState	FIXATION_PERIOD	-36.0775
-36.0624	Fixation	NewState	POSTFIXATION	-36.0601
-36.0624	Fixation	NewState	FIXATION_PERIOD	-36.0600
-35.4918	Fixation	DecideNewState	POSTFIXATION	-35.4916
-35.4918	Fixation	ResponseGiven	CORRECT	-35.4913
-35.4918	Fixation	ResponseReward	0.0228	-35.4910
-35.4918	Fixation	DecideNewState	FIXATION_PERIOD	-35.4907
-35.4758	Fixation	NewState	POSTFIXATION	-35.4740
-35.4758	Fixation	NewState	FIXATION_PERIOD	-35.4739
-35.4438	Fixation	Reward	Auto	-35.4208
-35.4438	Fixation	TaskReward	0.0228	-35.4205
-34.9505	Fixation	DecideNewState	POSTFIXATION	-34.9503
-34.9505	Fixation	ResponseGiven	CORRECT	-34.9499
-34.9505	Fixation	ResponseReward	0.0228	-34.9497
-34.9505	Fixation	DecideNewState	FIXATION_PERIOD	-34.9493
-34.9424	Fixation	NewState	POSTFIXATION	-34.9405
-34.9424	Fixation	NewState	FIXATION_PERIOD	-34.9404
-34.9102	Fixation	Reward	Auto	-34.8872
-34.9102	Fixation	TaskReward	0.0228	-34.8869
-34.7370	Fixation	Fixation	Out	-34.7368
-34.7370	Fixation	Fixation	Out	-34.7333
-34.4406	Fixation	Fixation	In	-34.4404
-34.4047	Fixation	DecideNewState	POSTFIXATION	-34.4044
-34.4047	Fixation	DecideNewState	FIXATION_PERIOD	-34.4038
-34.3958	Fixation	NewState	POSTFIXATION	-34.3935
-34.3958	Fixation	NewState	FIXATION_PERIOD	-34.3935
-33.8887	Fixation	Fixation	Out	-33.8885
-33.8887	Fixation	Fixation	Out	-33.8846
-33.8372	Fixation	DecideNewState	POSTFIXATION	-33.8368
-33.8372	Fixation	ResponseGiven	CORRECT	-33.8363
-33.8372	Fixation	ResponseReward	0.018848	-33.8361
-33.8372	Fixation	DecideNewState	TRIAL_END	-33.8353
-33.8225	Fixation	NewState	POSTFIXATION	-33.8207
-33.8225	Fixation	NewState	TRIAL_END	-33.8206
-33.7853	Fixation	Reward	Auto	-33.7662
-33.7853	Fixation	TaskReward	0.018848	-33.7659
-33.8225	Fixation	TrialCompleted	n/a	-33.7657
-33.8225	Fixation	NewMiniBlock	3	-33.7640
-33.8225	Fixation	DecideNewState	INIT_TRIAL	-33.7638
-33.8225	Fixation	DecideNewState	PREFIXATION	-33.7440
-33.7292	Fixation	NewState	INIT_TRIAL	-33.7268
-33.7292	Fixation	NewState	PREFIXATION	-33.7267
-33.4008	Fixation	Fixation	In	-33.4006
-33.3188	Fixation	DecideNewState	FIXATION_PERIOD	-33.3186
-33.3025	Fixation	NewState	FIXATION_PERIOD	-33.3002
-33.0091	Fixation	Fixation	Out	-33.0089
-33.0091	Fixation	Fixation	Out	-33.0054
-32.7455	Fixation	DecideNewState	POSTFIXATION	-32.7452
-32.7455	Fixation	DecideNewState	FIXATION_PERIOD	-32.7443
-32.7292	Fixation	NewState	POSTFIXATION	-32.7274
-32.7292	Fixation	NewState	FIXATION_PERIOD	-32.7274
-32.1718	Fixation	DecideNewState	POSTFIXATION	-32.1715
-32.1718	Fixation	DecideNewState	FIXATION_PERIOD	-32.1709
-32.1559	Fixation	NewState	POSTFIXATION	-32.1540
-32.1559	Fixation	NewState	FIXATION_PERIOD	-32.1539
-31.5820	Fixation	DecideNewState	POSTFIXATION	-31.5817
-31.5820	Fixation	DecideNewState	FIXATION_PERIOD	-31.5811
-31.5693	Fixation	NewState	POSTFIXATION	-31.5670
-31.5693	Fixation	NewState	FIXATION_PERIOD	-31.5669
-31.2891	Fixation	Fixation	In	-31.2889
-31.0116	Fixation	DecideNewState	POSTFIXATION	-31.0114
-31.0116	Fixation	DecideNewState	FIXATION_PERIOD	-31.0108
-30.9960	Fixation	NewState	POSTFIXATION	-30.9937
-30.9960	Fixation	NewState	FIXATION_PERIOD	-30.9936
-30.8937	Fixation	Fixation	Out	-30.8935
-30.8937	Fixation	Fixation	Out	-30.8899
-30.4531	Fixation	DecideNewState	POSTFIXATION	-30.4529
-30.4531	Fixation	DecideNewState	FIXATION_PERIOD	-30.4523
-30.4360	Fixation	NewState	POSTFIXATION	-30.4337
-30.4360	Fixation	NewState	FIXATION_PERIOD	-30.4336
-30.4251	Fixation	Fixation	In	-30.4249
-29.8654	Fixation	DecideNewState	POSTFIXATION	-29.8651
-29.8654	Fixation	ResponseGiven	CORRECT	-29.8648
-29.8654	Fixation	ResponseReward	0.020678	-29.8645
-29.8654	Fixation	DecideNewState	FIXATION_PERIOD	-29.8642
-29.8494	Fixation	NewState	POSTFIXATION	-29.8470
-29.8494	Fixation	NewState	FIXATION_PERIOD	-29.8470
-29.8120	Fixation	Reward	Auto	-29.7910
-29.8120	Fixation	TaskReward	0.020678	-29.7907
-29.3191	Fixation	DecideNewState	POSTFIXATION	-29.3189
-29.3191	Fixation	ResponseGiven	CORRECT	-29.3185
-29.3191	Fixation	ResponseReward	0.0228	-29.3183
-29.3191	Fixation	DecideNewState	FIXATION_PERIOD	-29.3179
-29.3027	Fixation	NewState	POSTFIXATION	-29.3004
-29.3027	Fixation	NewState	FIXATION_PERIOD	-29.3003
-29.2658	Fixation	Reward	Auto	-29.2428
-29.2658	Fixation	TaskReward	0.0228	-29.2424
-29.1204	Fixation	Fixation	Out	-29.1202
-29.1204	Fixation	Fixation	Out	-29.1163
-28.8042	Fixation	Fixation	In	-28.8040
-28.7460	Fixation	DecideNewState	POSTFIXATION	-28.7458
-28.7460	Fixation	DecideNewState	TRIAL_END	-28.7445
-28.7294	Fixation	NewState	POSTFIXATION	-28.7276
-28.7294	Fixation	NewState	TRIAL_END	-28.7275
-28.7294	Fixation	TrialCompleted	n/a	-28.6925
-28.7294	Fixation	DecideNewState	INIT_TRIAL	-28.6910
-28.6778	Fixation	Fixation	Out	-28.6776
-28.6778	Fixation	Fixation	Out	-28.6736
-28.7294	Fixation	DecideNewState	PREFIXATION	-28.6735
-28.6627	Fixation	NewState	INIT_TRIAL	-28.6610
-28.6627	Fixation	NewState	PREFIXATION	-28.6609
-28.6524	Fixation	Fixation	In	-28.6522
-28.2121	Fixation	DecideNewState	FIXATION_PERIOD	-28.2118
-28.1961	Fixation	NewState	FIXATION_PERIOD	-28.1942
-27.6248	Fixation	DecideNewState	POSTFIXATION	-27.6245
-27.6248	Fixation	ResponseGiven	CORRECT	-27.6242
-27.6248	Fixation	ResponseReward	0.0228	-27.6239
-27.6248	Fixation	DecideNewState	FIXATION_PERIOD	-27.6236
-27.6094	Fixation	NewState	POSTFIXATION	-27.6076
-27.6094	Fixation	NewState	FIXATION_PERIOD	-27.6076
-27.5723	Fixation	Reward	Auto	-27.5493
-27.5723	Fixation	TaskReward	0.0228	-27.5489
-27.0384	Fixation	DecideNewState	POSTFIXATION	-27.0382
-27.0384	Fixation	ResponseGiven	CORRECT	-27.0378
-27.0384	Fixation	ResponseReward	0.0228	-27.0375
-27.0384	Fixation	DecideNewState	FIXATION_PERIOD	-27.0372
-27.0228	Fixation	NewState	POSTFIXATION	-27.0205
-27.0228	Fixation	NewState	FIXATION_PERIOD	-27.0204
-26.9859	Fixation	Reward	Auto	-26.9629
-26.9859	Fixation	TaskReward	0.0228	-26.9626
-26.4926	Fixation	DecideNewState	POSTFIXATION	-26.4924
-26.4926	Fixation	ResponseGiven	CORRECT	-26.4920
-26.4926	Fixation	ResponseReward	0.0228	-26.4918
-26.4926	Fixation	DecideNewState	FIXATION_PERIOD	-26.4914
-26.4762	Fixation	NewState	POSTFIXATION	-26.4739
-26.4762	Fixation	NewState	FIXATION_PERIOD	-26.4738
-26.4394	Fixation	Reward	Auto	-26.4163
-26.4394	Fixation	TaskReward	0.0228	-26.4160
-25.9103	Fixation	DecideNewState	POSTFIXATION	-25.9100
-25.9103	Fixation	ResponseGiven	CORRECT	-25.9096
-25.9103	Fixation	ResponseReward	0.0228	-25.9093
-25.9103	Fixation	DecideNewState	FIXATION_PERIOD	-25.9089
-25.9029	Fixation	NewState	POSTFIXATION	-25.9005
-25.9029	Fixation	NewState	FIXATION_PERIOD	-25.9004
-25.8658	Fixation	Reward	Auto	-25.8428
-25.8658	Fixation	TaskReward	0.0228	-25.8425
-25.3326	Fixation	DecideNewState	POSTFIXATION	-25.3324
-25.3326	Fixation	ResponseGiven	CORRECT	-25.3320
-25.3326	Fixation	ResponseReward	0.0228	-25.3317
